row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
2913,,Killer,BSOD,,cue,BSOD,,"BSOD occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling",ProviderDataHelperService Idle Mode,"BSOD occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling"
2914,,Killer,Connectivity,,cue,Connectivity,,Wifi auto disconnects because miss beacon.,Incorrect Active Time in Usage Details,Wifi auto disconnects because miss beacon.
2915,,ICPS,BSOD,,cue,BSOD,,DUT have occur BSOD-D1 during running stress via HuaWei tool,FmP2: ICPS is not functional on platform - FmP/ARL non-support reported by appliication,DUT have occur BSOD-D1 during running stress via HuaWei tool
2916,,Killer,Needs-Triage,,fallback,,,Intel8265 5G AC80 TX T-put very low ~2xxMbps,Bluetooth Scan Does not Work,Intel8265 5G AC80 TX T-put very low ~2xxMbps
2917,,Killer,Needs-Triage,,fallback,,,The  Error detected: NIC Error happens in the RESUME FLOW STARTED (1/100 cycles),PII information is sent in the clear,The  Error detected: NIC Error happens in the RESUME FLOW STARTED (1/100 cycles)
2918,,ICPS,BSOD,,cue,BSOD,,BSOD(0x9f)occur after loop run fastboot(F/R:1/15units ;1/7500 cycles),TCP TX max throughput degraded to 3.x Gbps once ICPS was installed,BSOD(0x9f)occur after loop run fastboot(F/R:1/15units ;1/7500 cycles)
2919,,Killer,Power Consumption,,cue,"Power Consumption, Connectivity, Performance",,"Client auto disconnect from hotspot due to ""no beacon after connection"" if host PC connected with 5G AP and open 2.4G hotspot(setting 2.4 bandwidth)",Toggle switch type is narrated as checkbox type.,"Client auto disconnect from hotspot due to ""no beacon after connection"" if host PC connected with 5G AP and open 2.4G hotspot(setting 2.4 bandwidth)"
2920,,Killer,Connectivity,,cue,Connectivity,,Connection disconnect automatically and cannot connect back when playing online video overnight.,SSCB: CFG Control Flow Guard is disabled,Connection disconnect automatically and cannot connect back when playing online video overnight.
2921,,Killer,Connectivity,,cue,Connectivity,,Run System - PNP (disable and enable) with IO Before and After (Reliability) fail in Intel wlan/BT card error,ICM will create new task when I click ICM icon in trap icon area.,Run System - PNP (disable and enable) with IO Before and After (Reliability) fail in Intel wlan/BT card error
2922,,Killer,BSOD,,cue,BSOD,,System occur BSOD-9F during refresh BIOS stress,KIC - DoubleShot Priority Mapping is showing all Priorities over a single Adapter by default,System occur BSOD-9F during refresh BIOS stress
2923,,Killer,BSOD,,cue,BSOD,,BSOD occurred when run WinPVT11.3 Restart Test,PTK4570 Security weakness when installation briefly opens console window,BSOD occurred when run WinPVT11.3 Restart Test
2924,,Killer,YB/Lost,,cue,"YB/Lost, System Hang, Connectivity",,"Changing Active Processor Cores in BIOS causes AX201 WiFi yellow bang (Always, 100%)",Interfaces routing is not matched as custom setting after set as Manually Configure Connection Settings mode.,"Changing Active Processor Cores in BIOS causes AX201 WiFi yellow bang (Always, 100%)"
2925,,Killer,Needs-Triage,,fallback,,,PC connection dual-band in-one router does not switch frequency band,#NAME?,PC connection dual-band in-one router does not switch frequency band
2926,,Killer,Connectivity,,cue,Connectivity,,The connection drop when playing online video overnight,There is a typo in help.,The connection drop when playing online video overnight
2927,,Killer,BSOD,,cue,BSOD,,"Run S3 test with STEP tool cause black screen issue and exist dump(0x14f, wcmsvc)",P3 apps categorized as normal P4,"Run S3 test with STEP tool cause black screen issue and exist dump(0x14f, wcmsvc)"
2928,,Killer,YB/Lost,,cue,YB/Lost,,YB during boot up,AP switching is not working when I take Zoom conference video call.,YB during boot up
2929,,Killer,BSOD,,cue,"BSOD, Connectivity",,system occur BSOD-7F during use WIFI,DellOptimizer NetworkPlugin new setting BTDLThresholdKbpsValue casting error,system occur BSOD-7F during use WIFI
2930,,Killer,YB/Lost,,cue,"YB/Lost, Connectivity",,AX211 WLAN device show YB,Bandwidth limitation message is wrong.,AX211 WLAN device show YB
2931,,Killer,System Hang,System Hang,override,System Hang,,DUT end up to black screen and system hang during running modern standby test,KillerNetworkComponent will be installed fail when I run setup.exe.,DUT end up to black screen and system hang during running modern standby test
2932,,ICPS,YB/Lost,,cue,"YB/Lost, Connectivity",,AX210 WiFi YB (Code 43) happen when Restart long run stress test of Mike2 tool.(FR:24/37 clcyles),ICPS adds a route and causes system crash while on VPN,AX210 WiFi YB (Code 43) happen when Restart long run stress test of Mike2 tool.(FR:24/37 clcyles)
2933,,ICPS,Needs-Triage,,fallback,,,PIE port call fail,: ICPS UI font for SC is not localized,PIE port call fail
2934,,Killer,BSOD,,cue,BSOD,,BSOD occurred when play online video,Uncontrolled search path for Killer ProximityLock Service App in Intel KPS - NUC13,BSOD occurred when play online video
2935,,Killer,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,WRT tool  cant detect wifi driver on GalileoG automatically,Uncontrolled search path for KAPS in Intel Killer Performance Suite - NUC13,WRT tool  cant detect wifi driver on GalileoG automatically
2936,,Killer,BSOD,,cue,"BSOD, HLK, Power Consumption",,BSOD 0x50 during HLK System - Sleep with IO Before and After (Reliability SysFund) test.(FR:1/10),Uncontrolled search path for KAPSService (Service Wrapper) in Intel Killer Performance Suite-NUC13,BSOD 0x50 during HLK System - Sleep with IO Before and After (Reliability SysFund) test.(FR:1/10)
2937,,Killer,Connectivity,,cue,"Connectivity, Performance",,GDB55&GDB70 WiFi6E TX conductive throughput issue on 6E,Uncontrolled search path for Killer DBWM in Intel Killer Performance Suite NUC13,GDB55&GDB70 WiFi6E TX conductive throughput issue on 6E
2938,,Killer,Power Consumption,,cue,"Power Consumption, Connectivity",,"Around 3 secs the Wifi will auto disconnect when connect to a mobile hotspot shared by AX200/AX201 WLAN machine.(FR:4/4 units, 12 / 12 cycles)",Uncontrolled search path for Killer Service Wrapper DBWM in Intel Killer Performance Suite NUC13,"Around 3 secs the Wifi will auto disconnect when connect to a mobile hotspot shared by AX200/AX201 WLAN machine.(FR:4/4 units, 12 / 12 cycles)"
2939,,Killer,BSOD,,cue,"BSOD, HLK",,BSoD 0x50 occurred during WHQL PNP test,Uncontrolled search path for Killer ProximityLock Service Wrapper in Intel KPS - NUC13,BSoD 0x50 occurred during WHQL PNP test
2940,,ICPS,Connectivity,,cue,Connectivity,,WIFI AP cannot be connected when set to WEP shared key,Get lot of ICPS (Intel Connectivity Performance Suite) error message from Application event log,WIFI AP cannot be connected when set to WEP shared key
2941,,Killer,Connectivity,,cue,"Connectivity, Performance",,AX201 wifi driver 802.11g throughputissue,BSOD occurs during Zoom call,AX201 wifi driver 802.11g throughputissue
2942,,ICPS,Power Consumption,,cue,"Power Consumption, Connectivity, Performance",,other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth),ICPS connectivity issues on Sky Q Broadband Router + Pulse VPN,other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth)
2943,,ICPS,YB/Lost,,cue,YB/Lost,,"AX201 YB on ADL-S platfrom, while AX211 work fine",ICPS 21.23.2115 .exe Install Wizard shows the No valid Dell hardware found error message on the HP system (non-English),"AX201 YB on ADL-S platfrom, while AX211 work fine"
2944,,ICPS,Performance,,cue,Performance,,unable to create GO on 5G bandwidth low frequency channels,"ICPS 21.23.294 .exe installer fails to complete installation with message ""The wizard was interrupted before Intel Connectivity Performance Suite could be completely installed"".",unable to create GO on 5G bandwidth low frequency channels
2945,,Killer,Connectivity,,cue,Connectivity,,BOSD and point to WIFI during S4 stress test,Ethernet missing from device discovery etl logs,BOSD and point to WIFI during S4 stress test
2946,,Killer,YB/Lost,,cue,YB/Lost,,AX201/AX211 after installing driver and then reboot it would YB,: Passcode incorrect will be shown when connect Wifi with correct passcode,AX201/AX211 after installing driver and then reboot it would YB
2947,,ICPS,ICPS,ICPS,override,ICPS,,Precheck Failure: Releasenoteschk failure ICPS 4.0,ICPS app fails to upgrade SW driver from 1.1122 to 2.1022,Precheck Failure: Releasenoteschk failure ICPS 4.0
2948,,Killer,ICPS,ICPS,override,ICPS,,Precheck Failure: sympublicchk failed ICPS 4.0,Dell Smartbyte APP impact T-put,Precheck Failure: sympublicchk failed ICPS 4.0
2949,,Killer,Needs-Triage,,fallback,,,Gaming category being displayed on Vpro system,Speedtest upload test will be abnormal.,Gaming category being displayed on Vpro system
2950,,ICPS,System Hang,,cue,"System Hang, ICPS",,"ICPS CMD / setting to default doesnt change the apselection to ""off""",: It will delay over 30 seconds to refresh AP info in ICPS,"ICPS CMD / setting to default doesnt change the apselection to ""off"""
2951,,ICPS,RF,,cue,RF,,Precheck Failure: No Version found in RNIdleTask.exe,: SSID shows &amp; instead of & if connect AP in ICPS,Precheck Failure: No Version found in RNIdleTask.exe
2952,,Killer,Needs-Triage,,fallback,,,Database Table(U_IntelligenceEvents) Insertion Failed error,Killer 1675x WLAN card WIFI/BT driver release request,Database Table(U_IntelligenceEvents) Insertion Failed error
2953,,Killer,Needs-Triage,,fallback,,,OWR Precheck Failure: No Version found in CustomizeUninstallFirstRun.exe,Enable AP Select button and 3 sub-buttons show abnormal status,OWR Precheck Failure: No Version found in CustomizeUninstallFirstRun.exe
2954,,Killer,Needs-Triage,,fallback,,,#NAME?,The Unit still need to enter password during switching saved network on the Network Health page,#NAME?
2955,,Killer,ICPS,ICPS,override,ICPS,,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website,Killer Double shot wrong interface for firefox,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website
2956,,Killer,ICPS,ICPS,override,ICPS,,ICPS is not uninstalled after disabling the entitlement bit,Install Killer WiFi  Driver find Missing text in German and incorrect translation in French and German,ICPS is not uninstalled after disabling the entitlement bit
2957,,Killer,ICPS,ICPS,override,"Performance, ICPS",,ICPS causing slow startup,:ACM doesnt work when WWAN and another network are connected,ICPS causing slow startup
2958,,Killer,Needs-Triage,,fallback,,,"- UI: ""Advanced Connection Manager requires more than one network interface"" message when 2 interfaces are connected",BSOD reported on Warm Boot stress test,"- UI: ""Advanced Connection Manager requires more than one network interface"" message when 2 interfaces are connected"
2959,,ICPS,Needs-Triage,,fallback,,,High Contrast Mode Issues,Total system power usage by ICPS in idle scenarios is as high as 250mW,High Contrast Mode Issues
2960,,Killer,Needs-Triage,,fallback,,,UI Cutoff in Chinese for Wi-Fi 7 MLD,"The ""Enable AP selection option"" still shows disable after clicking reset button",UI Cutoff in Chinese for Wi-Fi 7 MLD
2961,,Killer,ICPS,ICPS,override,ICPS,,Palo Alto VPN with split tunnel unable to pass traffic with ICPS installed,Killer-Intelligence-Center-Application translate spell incorrect on French language,Palo Alto VPN with split tunnel unable to pass traffic with ICPS installed
2962,,Killer,System Hang,,cue,System Hang,,"Language support in installer missing for Chinese, Greek, Hungarian, Thai, Turkish)","KCC Doubleshot Pro function, change the setting to LAN or WLAN only, and test the application to see if only use LAN or WLAN traffic, but still use both (100%)","Language support in installer missing for Chinese, Greek, Hungarian, Thai, Turkish)"
2963,,Killer,Connectivity,,cue,Connectivity,,"WIFI Driver 23.80.1.3 package installs Net*14.sys driver (20.50.3.5) for this and older adapters, which return IWSDK driver api version 2 (instead of 3)",The contrast colors for some buttons have no change after enabling High Contrast,"WIFI Driver 23.80.1.3 package installs Net*14.sys driver (20.50.3.5) for this and older adapters, which return IWSDK driver api version 2 (instead of 3)"
2964,,Killer,Needs-Triage,,fallback,,,#NAME?,:Vulnerability on SQLITE3 v3.36.0,#NAME?
2965,,Killer,ICPS,ICPS,override,"Power Consumption, ICPS",,High power consumption when ICPS is used,DO 3.1 issue - Authentication problem with MS Office products and Azure AD,High power consumption when ICPS is used
2966,,Killer,Power Consumption,,cue,Power Consumption,,"APS is disabled when Monitor Power is OFF, which happens on Win11 24H2 independent of RDT",BSOD occurs due to IntcCo11X64.sys,"APS is disabled when Monitor Power is OFF, which happens on Win11 24H2 independent of RDT"
2967,,Killer,ICPS,ICPS,override,ICPS,,ICPS borderless windows,Meta VR lag,ICPS borderless windows
2968,,Killer,Needs-Triage,,fallback,,,launching Unison when no internet does not send event,:Max Throughput Mode doesnt work,launching Unison when no internet does not send event
2969,,Killer,Needs-Triage,,fallback,,,There is no way to get out of manual flow,Setup will show Modify/Repair/Remove Window when I run as administrator.,There is no way to get out of manual flow
2970,,Killer,System Hang,,cue,"System Hang, ICPS",,Unison does not receive events from ICPS when network changes and single network profile exists (Sometimes),APPX package step shows failure when success occasionally,Unison does not receive events from ICPS when network changes and single network profile exists (Sometimes)
2971,,Killer,System Hang,,cue,"System Hang, ICPS",,Unison receives events from ICPS when network changes and other networks with credentials exist,BSOD happens when starting a video meeting with DynaConnect App,Unison receives events from ICPS when network changes and other networks with credentials exist
2972,,Killer,ICPS,ICPS,override,ICPS,,When updating driver ICPS stopped to work,"Tracer_ADL_ System hang and BSOD when click ""Block"" in Killer Application(Killer Intelligence Center)_v3.1322.1012",When updating driver ICPS stopped to work
2973,,Killer,ICPS,ICPS,override,ICPS,,ICPS installed in full ICPS mode instead of ICM mode,Killer software install bug,ICPS installed in full ICPS mode instead of ICM mode
2974,,ICPS,Connectivity,,cue,Connectivity,,INetwork score for the available SSIDs are displayed as 43,ICPS 1.0/1.1 does not replace to ICPS 2.0 correctly by upgrade installation.,INetwork score for the available SSIDs are displayed as 43
2975,,Killer,System Hang,,cue,System Hang,,UI Got Freeze,Installer could not setup Killer Software Component in device manager.,UI Got Freeze
2976,,Killer,Needs-Triage,,fallback,,,Only low-band is supported,Abnormal bandwidth appearance on Killer control centers Wi-Fi analyzer,Only low-band is supported
2977,,ICPS,Killer,Killer,override,"ICPS, Killer",,Killer VRMode not working per ICPS 4.0,The files in ICPS folder are not removed after driver is uninstalled.,Killer VRMode not working per ICPS 4.0
2978,,ICPS,ICPS,ICPS,override,"Connectivity, ICPS",,The unit will show Bluetooth device is connected when the ICPS APP opened.,Increased power consumption caused by ICPS in 1080p Video playback scenario(+WIFI off),The unit will show Bluetooth device is connected when the ICPS APP opened.
2979,,ICPS,Connectivity,,cue,Connectivity,,lots of unknown Devices will be listed which is different from OS BT devices.,Increased power consumption caused by ICPS in 1080p Video playback scenario(+WIFI off),lots of unknown Devices will be listed which is different from OS BT devices.
