issue_key,ips_case_number,jira_title,created_date,bug_project,bug_category_custom,technology,technology_key,ips_title,predicted_category,confidence,reasoning,raw_response
WOT-48238,0,TAS function no trigger issue,,WOT,,Tools,tools,TAS function no trigger issue,RF,1.0,Rule-based match via cues (score 1),rule
WOT-47380,0,DRTU-Cli hit to Failed committing configuration rx,,WOT,,Tools,tools,DRTU-Cli hit to Failed committing configuration rx,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-47009,0,ANT tool cant read UEFI EWRD and WGDS SAR value correctly,,WOT,,Tools,tools,ANT tool cant read UEFI EWRD and WGDS SAR value correctly,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-46503,0,ANT association test always fails,,WOT,,Tools,tools,ANT association test always fails,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-45106,0,Incorrect RSSI test results,,WOT,,Tools,tools,Incorrect RSSI test results,Needs-Triage,0.0,No matching cues found in title 'Incorrect RSSI test results',"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title 'Incorrect RSSI test results'""
}"
WOT-44320,0,The RSSI test timeout using ANT tool in DC mode,,WOT,,Tools,tools,The RSSI test timeout using ANT tool in DC mode,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-44035,0,ANT RSSI test shows 0 or timeout,,WOT,,Tools,tools,ANT RSSI test shows 0 or timeout,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-42577,0,"when BT PPAG EU PPAG enabled only, the table source show Not Relevant",,WOT,,Tools,tools,"when BT PPAG EU PPAG enabled only, the table source show Not Relevant",OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-40853,0,-get_si_temp not work on BE202,,WOT,,Tools,tools,-get_si_temp not work on BE202,OEM Tools,0.8,"-get_si_temp is likely a command or function related to OEM tools, and the mention of BE202 suggests a specific device model.","{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""-get_si_temp is likely a command or function related to OEM tools, and the mention of BE202 suggests a specific device model.""
}"
WOT-40246,0,"HP disable BT Sar at BIOS , ANT tool still show BT Sar limit",,WOT,,Tools,tools,"HP disable BT Sar at BIOS , ANT tool still show BT Sar limit",OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-40245,0,DRTU can not test bluetooth BR & EDR separately,,WOT,,Tools,tools,DRTU can not test bluetooth BR & EDR separately,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-40119,0,ANT tool bt ppag cmd error message improvement,,WOT,,Tools,tools,ANT tool bt ppag cmd error message improvement,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-38936,0,Intel BE202 GNNR test failed (WinPE environment),,WOT,,Tools,tools,Intel BE202 GNNR test failed (WinPE environment),OEM Tools,1.0,Hard override matched phrase 'gnnr',rule
WOT-38870,0,Intel BE202 GNNR test failed (WinPE environment),,WOT,,Tools,tools,Intel BE202 GNNR test failed (WinPE environment),OEM Tools,1.0,Hard override matched phrase 'gnnr',rule
WOT-38781,0,"add result for ANT tool ""-get_per_country_6e_bios_settings""",,WOT,,Tools,tools,"add result for ANT tool ""-get_per_country_6e_bios_settings""",OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-38637,0,DRTU Error for specific DRTU Command line,,WOT,,Tools,tools,DRTU Error for specific DRTU Command line,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-38617,0,2.4GHz Wi-Fi and BT signal doesnt transmit simultaneously then WiFi Tx Power drop -- FW Assert: 0xB5E,,WOT,,Tools,tools,2.4GHz Wi-Fi and BT signal doesnt transmit simultaneously then WiFi Tx Power drop -- FW Assert: 0xB5E,YB/Lost,1.0,Hard override matched phrase 'assert',rule
WOT-38561,0,Signal no output when click START,,WOT,,Tools,tools,Signal no output when click START,OEM Tools,0.8,"Matched cue: 'START' in title, likely related to OEM tool functionality","{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""Matched cue: 'START' in title, likely related to OEM tool functionality""
}"
WOT-37725,0,: Marginal test of CVNI always failed at 40%,,WOT,,Tools,tools,: Marginal test of CVNI always failed at 40%,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-37574,0,UnitedToolWTF.exe,,WOT,,Tools,tools,UnitedToolWTF.exe,OEM Tools,1.0,Matched cue: 'Tool' in title,"{
  ""category"": ""OEM Tools"",
  ""confidence"": 1,
  ""reasoning"": ""Matched cue: 'Tool' in title""
}"
WOT-37571,0,DRTU low ~3db tx power issue for specific channel,,WOT,,Tools,tools,DRTU low ~3db tx power issue for specific channel,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-37570,0,v23.0.0 DRTU tool running issue,,WOT,,Tools,tools,v23.0.0 DRTU tool running issue,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-37568,0,2.4GHz Wi-Fi and BT signal doesnt transmit simultaneously then WiFi Tx Power drop -- FW Assert: 0xB5E,,WOT,,Tools,tools,2.4GHz Wi-Fi and BT signal doesnt transmit simultaneously then WiFi Tx Power drop -- FW Assert: 0xB5E,YB/Lost,1.0,Hard override matched phrase 'assert',rule
WOT-37473,0,Burning test error still appears with a license,,WOT,,Tools,tools,Burning test error still appears with a license,OEM Tools,0.8,"Title contains 'test error' and 'license', which are common cues for OEM Tools","{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'test error' and 'license', which are common cues for OEM Tools""
}"
WOT-36930,0,: Marginal test of CVNI always failed at 40%,,WOT,,Tools,tools,: Marginal test of CVNI always failed at 40%,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-36854,0,Athena NDT Test of BurnInTest tool not working,,WOT,,Tools,tools,Athena NDT Test of BurnInTest tool not working,OEM Tools,1.0,Hard override matched phrase 'ndt',rule
WOT-36016,0,NDT cannot be executed correctly,,WOT,,Tools,tools,NDT cannot be executed correctly,OEM Tools,1.0,Hard override matched phrase 'ndt',rule
WOT-35254,0,CNVio Marginal Test Fail with CITU tool,,WOT,,Tools,tools,CNVio Marginal Test Fail with CITU tool,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-34594,0,GNNR Tool does not support 2 antenna SNR query,,WOT,,Tools,tools,GNNR Tool does not support 2 antenna SNR query,OEM Tools,1.0,Hard override matched phrase 'gnnr',rule
WOT-34563,0,DRTU - The device is blind - DRTU supports burnt device only!,,WOT,,Tools,tools,DRTU - The device is blind - DRTU supports burnt device only!,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-33671,0,BT MCC jump to 3030 due to Wi-Fi,,WOT,,Tools,tools,BT MCC jump to 3030 due to Wi-Fi,Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-33630,0,Ant tool cant read correct BRDS SAR BIOS setting if value exceed Tx power limit,,WOT,,Tools,tools,Ant tool cant read correct BRDS SAR BIOS setting if value exceed Tx power limit,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-32780,0,Chain A always 1.5 dBm less than target,,WOT,,Tools,tools,Chain A always 1.5 dBm less than target,OEM Tools,0.8,"Matched cue 'Chain' in title, likely related to OEM tool configuration","{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""Matched cue 'Chain' in title, likely related to OEM tool configuration""
}"
WOT-32614,0,Elmer | DRTU | DRTU connect failed with errMsg: No remote devices found. in xvtdriver::CXvtWifiDriverUsc::DrvEnumerateDevices,,WOT,,Tools,tools,Elmer | DRTU | DRTU connect failed with errMsg: No remote devices found. in xvtdriver::CXvtWifiDriverUsc::DrvEnumerateDevices,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-32516,0,Error: Hardware initialization failed (22.205 PASS),,WOT,,Tools,tools,Error: Hardware initialization failed (22.205 PASS),Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-32310,0,CITU tool out of function,,WOT,,Tools,tools,CITU tool out of function,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-32191,0,DRTU crashed issue,,WOT,,Tools,tools,DRTU crashed issue,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-31949,0,Tributo MTL_CNVi sku used CITU tool can not work,,WOT,,Tools,tools,Tributo MTL_CNVi sku used CITU tool can not work,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-31947,0,DRTU CLi mode observe Tx Uncalibrated issue,,WOT,,Tools,tools,DRTU CLi mode observe Tx Uncalibrated issue,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-31905,0,6-7G OTP showed 3dBm and Target power higher then Regulatory power limit,,WOT,,Tools,tools,6-7G OTP showed 3dBm and Target power higher then Regulatory power limit,Power Consumption,1.0,Rule-based match via cues (score 1),rule
WOT-31696,0,Tributo MTL_CNVi sku used CITU tool cannot connected,,WOT,,Tools,tools,Tributo MTL_CNVi sku used CITU tool cannot connected,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-31260,0,DRTU ETSI mode removal,,WOT,,Tools,tools,DRTU ETSI mode removal,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-31008,0,22.200 Rx Sensitivity Direct Mode Receive 0 packet Issue,,WOT,,Tools,tools,22.200 Rx Sensitivity Direct Mode Receive 0 packet Issue,RF,1.0,Rule-based match via cues (score 2),rule
WOT-30816,0,CITU cannot be executed on MTL+AX201,,WOT,,Tools,tools,CITU cannot be executed on MTL+AX201,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-30780,0,DRTU GetChannelRegulatoryInfo failed,,WOT,,Tools,tools,DRTU GetChannelRegulatoryInfo failed,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-29248,0,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is  valid. data1 = 0x2, data2 = 0x1)",,WOT,,Tools,tools,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is  valid. data1 = 0x2, data2 = 0x1)",YB/Lost,1.0,Hard override matched phrase 'assert',rule
WOT-28809,0,Intel Ant tool and WRT tool cant output  GEO SAR TABLE of BIOS,,WOT,,Tools,tools,Intel Ant tool and WRT tool cant output  GEO SAR TABLE of BIOS,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-28348,0,CITU Basic Test Failure,,WOT,,Tools,tools,CITU Basic Test Failure,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-28288,0,WiFi de-sense values dont seem correct,,WOT,,Tools,tools,WiFi de-sense values dont seem correct,Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-27350,0,OEM Tool cannot connected with USC which in PV packet,,WOT,,Tools,tools,OEM Tool cannot connected with USC which in PV packet,Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-27040,0,HW locked ERROR pop-up when click START,,WOT,,Tools,tools,HW locked ERROR pop-up when click START,OEM Tools,0.8,"Matched cue: 'HW locked ERROR pop-up' contains 'ERROR', which is a common OEM tool error message.","{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""Matched cue: 'HW locked ERROR pop-up' contains 'ERROR', which is a common OEM tool error message.""
}"
WOT-18528,0,DRTU CLI crashes during execution,,WOT,,Tools,tools,DRTU CLI crashes during execution,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-27031,0,Marginal issue failed on cnviRxClockDelayD0/1 and cnviRxClockDataD0/1,,WOT,,Tools,tools,Marginal issue failed on cnviRxClockDelayD0/1 and cnviRxClockDataD0/1,OEM Tools,0.8,"Matched cue 'cnviRxClockDelayD0/1' in title, likely related to OEM tool functionality","{
  ""category"": ""OEM Tools"",
  ""confidence"": 0.8,
  ""reasoning"": ""Matched cue 'cnviRxClockDelayD0/1' in title, likely related to OEM tool functionality""
}"
WOT-26922,0,DRTU 22.190 TX Sine Wave Bug,,WOT,,Tools,tools,DRTU 22.190 TX Sine Wave Bug,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-26900,0,"Bluetooth Modulated Tx Low Energy incorrect after click ""STOP"" or double click ""START""",,WOT,,Tools,tools,"Bluetooth Modulated Tx Low Energy incorrect after click ""STOP"" or double click ""START""",Connectivity,1.0,Rule-based match via cues (score 1),rule
WOT-26885,0,Command XVT_CMD_MCC_CONTROL failed with status 31. Unknown error has occurred,,WOT,,Tools,tools,Command XVT_CMD_MCC_CONTROL failed with status 31. Unknown error has occurred,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-26656,0,ANT cannot display bit9-11 settings of DSM function 3,,WOT,,Tools,tools,ANT cannot display bit9-11 settings of DSM function 3,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-26636,0,HrP2 ax201 996x2 Tone test fail on PV 22.190,,WOT,,Tools,tools,HrP2 ax201 996x2 Tone test fail on PV 22.190,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-26527,0,HrP2 ax201 996x2 Tone test fail on PV 22.190,,WOT,,Tools,tools,HrP2 ax201 996x2 Tone test fail on PV 22.190,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-26525,0,ANT tool shows error with 9462  on ADL,,WOT,,Tools,tools,ANT tool shows error with 9462  on ADL,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-26490,0,DRTU tool CLI command prints N/A in CSV for negative values in 6GHz,,WOT,,Tools,tools,DRTU tool CLI command prints N/A in CSV for negative values in 6GHz,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-26417,0,Error msg pop-up on DRTU operation on 6E BW80MHz low TX power,,WOT,,Tools,tools,Error msg pop-up on DRTU operation on 6E BW80MHz low TX power,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-26286,0,DRTU can test with UNII-4 band with MCC = FR while we only enable UNII4 for US,,WOT,,Tools,tools,DRTU can test with UNII-4 band with MCC = FR while we only enable UNII4 for US,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-26224,0,Command XVT_CMD_MCC_CONTROL failed with status 31. Unknown error has occurred,,WOT,,Tools,tools,Command XVT_CMD_MCC_CONTROL failed with status 31. Unknown error has occurred,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
WOT-25037,0,ANT tool get_psensor_tx_limits shows wrong result,,WOT,,Tools,tools,ANT tool get_psensor_tx_limits shows wrong result,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-24846,0,DRTU Fail - RU Setting,,WOT,,Tools,tools,DRTU Fail - RU Setting,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-24138,0,DRTU Fail - RU Setting,,WOT,,Tools,tools,DRTU Fail - RU Setting,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-24046,0,Do not receive BLE packet in DRTU,,WOT,,Tools,tools,Do not receive BLE packet in DRTU,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-23402,0,Incorrect EWRD reading from ANT tool,,WOT,,Tools,tools,Incorrect EWRD reading from ANT tool,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-22892,0,ANT tool dump BT SAR table with different Tx power on LE,,WOT,,Tools,tools,ANT tool dump BT SAR table with different Tx power on LE,OEM Tools,1.0,Hard override matched phrase 'ant',rule
WOT-21788,0,Target Power does not follow the power control bar config in power control mode,,WOT,,Tools,tools,Target Power does not follow the power control bar config in power control mode,Power Consumption,1.0,Rule-based match via cues (score 1),rule
WOT-21565,0,9462 @ CITU SHOW 9461,,WOT,,Tools,tools,9462 @ CITU SHOW 9461,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-20655,0,UNII4 is not supported on DRTU,,WOT,,Tools,tools,UNII4 is not supported on DRTU,OEM Tools,1.0,Hard override matched phrase 'drtu',rule
WOT-20548,0,CITU BRI projects Received than Generated,,WOT,,Tools,tools,CITU BRI projects Received than Generated,OEM Tools,1.0,Hard override matched phrase 'citu',rule
WOT-20325,0,CITU not work when running testing.,,WOT,,Tools,tools,CITU not work when running testing.,OEM Tools,1.0,Hard override matched phrase 'citu',rule
