jira_id,ips_title,jira_component,component_frequency,feature_text
BT-272577,[HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] BT device YB during local video playing with DC mode.(Intel FmP2),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] BT device YB during local video playing with DC mode.(Intel FmP2)
BT-272586,"[HP][IEC]-SIO2294922[Masada][LNL][Fmp2-BE201][Win11 24H2] System pops up DMA Protection PPI ""A Device attempted to access memory that it was not allowed to access"" during running the WinPVT Hibernation Functional Test.",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC]-SIO2294922[Masada][LNL][Fmp2-BE201][Win11 24H2] System pops up DMA Protection PPI ""A Device attempted to access memory that it was not allowed to access"" during running the WinPVT Hibernation Functional Test."
BT-274320,[HP][Masada][LNL][FmP2-BE201][Win11 24H2] There are no beacons in RS mode.,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Masada][LNL][FmP2-BE201][Win11 24H2] There are no beacons in RS mode.
BT-274326,[HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system got a BSOD 7E - ibtpci.sys after resuming from MSC mode.,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system got a BSOD 7E - ibtpci.sys after resuming from MSC mode.
BT-276753,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]Only Intel Bluetooth PCI Enumerator remain aftre resume from MS with BT device connect.(F/R: 1/2units, 1/10cycles):",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]Only Intel Bluetooth PCI Enumerator remain aftre resume from MS with BT device connect.(F/R: 1/2units, 1/10cycles):"
BT-281854,"[HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] BT lost and ""Intel Bluetooth PCI Enumerator"" shows YB in DM after resume from critical S4.(Intel FmP2)",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] BT lost and ""Intel Bluetooth PCI Enumerator"" shows YB in DM after resume from critical S4.(Intel FmP2)"
BT-282167,[HP][IEC]-SIO2304956[Masada][LNL][Fmp2-BE201][Win11 24H2],Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC]-SIO2304956[Masada][LNL][Fmp2-BE201][Win11 24H2]
BT-284342,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]BT disappears and then reappears but cannot change to default setting when turn off  the airplane mode.(F/R:4/4units,4/40cycles)",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][FVT][24H2][BE201]BT disappears and then reappears but cannot change to default setting when turn off  the airplane mode.(F/R:4/4units,4/40cycles)"
BT-284698,BSOD 0x9F (ibtpci.sys) encountered during Memory Test on Thames-2 EEP with 23.70.3.1 and verifier = ENABLED (5/25 units),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] BSOD 0x9F (ibtpci.sys) encountered during Memory Test on Thames-2 EEP with 23.70.3.1 and verifier = ENABLED (5/25 units)
BT-289196,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] BT Lost when idle after normal use.(F/R: 1/2units, 1/20cycles)",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] BT Lost when idle after normal use.(F/R: 1/2units, 1/20cycles)"
BT-293165,[HP][IEC] - SIO2320589[Masada][LNL][Fmp2-BE201][Win11 24H2]BSOD_0X7e occurs when running WinPVT Hibernation Functional Test,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC] - SIO2320589[Masada][LNL][Fmp2-BE201][Win11 24H2]BSOD_0X7e occurs when running WinPVT Hibernation Functional Test
BT-302523,[Dell/Compal][BolanLNL] Win10 Stress_WB/S4_BSOD point to btpci.sys_0x7e,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Dell/Compal][BolanLNL] Win10 Stress_WB/S4_BSOD point to btpci.sys_0x7e
BT-302534,[HP][Masada][LNL][FmP2-BE201][Win11 24H2] BSOD 50 (ibtpci.sys) during the S4 stress test with instaDock registration.,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Masada][LNL][FmP2-BE201][Win11 24H2] BSOD 50 (ibtpci.sys) during the S4 stress test with instaDock registration.
BT-369090,"[HP][Deso & Esa][PTL]the Bluetooth driver displays ""yellow bang""",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [HP][Deso & Esa][PTL]the Bluetooth driver displays ""yellow bang"""
BT-370872,[Samsung][PTL][BE211] 19e BSoD.,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Samsung][PTL][BE211] 19e BSoD.
BT-371123,[Lenovo][Compal][Legion 5 15IPH11][PTL][BE213] BSOD 0X7e point to BE213 BT device during Cool boot.,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Lenovo][Compal][Legion 5 15IPH11][PTL][BE213] BSOD 0X7e point to BE213 BT device during Cool boot.
BT-385936,[HP][Wistron][26C1_Turbine_PTL-H404][WhP2 ES2][Win11 24H2 Build 26100.4202] [SBHBTW_PP_REL11144_23.165.0.1] SUT encounter BSOD 0x7e while running TBT test. (FR: 1/30),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Wistron][26C1_Turbine_PTL-H404][WhP2 ES2][Win11 24H2 Build 26100.4202] [SBHBTW_PP_REL11144_23.165.0.1] SUT encounter BSOD 0x7e while running TBT test. (FR: 1/30)
BT-401199,[HP][Quanta][G2i Ricotta][PTL][Win11 25H2] The BT function of DRTU tool is unavailable when connected (AX211 & BE211),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta][G2i Ricotta][PTL][Win11 25H2] The BT function of DRTU tool is unavailable when connected (AX211 & BE211)
BT-410458,[Samsung][PTL][BE211][Venus6-16]System HLK -> Directed FX System Verification Test FAIL,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Samsung][PTL][BE211][Venus6-16]System HLK -> Directed FX System Verification Test FAIL
BT-412181,[Honor][LuxsharePC][ZhuqueC][25H2][AX211 1216@160M][BT]HLK BLUETOOTH_DFX test fail,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Honor][LuxsharePC][ZhuqueC][25H2][AX211 1216@160M][BT]HLK BLUETOOTH_DFX test fail
BT-412181,[Honor][LuxsharePC][ZhuqueC][24H2][BT]HLK BLUETOOTH_MULTIMACHINE_HCIEXTENSIONS_V2 test fail,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Honor][LuxsharePC][ZhuqueC][24H2][BT]HLK BLUETOOTH_MULTIMACHINE_HCIEXTENSIONS_V2 test fail
BT-420913,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT 0XE6 BSOD with S4  test,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT 0XE6 BSOD with S4  test
BT-423035,[MI][Huaqin][N56SR\N57SR] BSOD 0x6E point to BT,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [MI][Huaqin][N56SR\N57SR] BSOD 0x6E point to BT
BT-426294,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT idle 0X9F BSOD,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT idle 0X9F BSOD
BT-429651,"[Samsung][PTL][AX211]System idle occurred 0x133 BsoD, point to ibtpci driver",Host Windows- Driver->PCIe,43,"[COMPONENT=Host Windows- Driver->PCIe] [Samsung][PTL][AX211]System idle occurred 0x133 BsoD, point to ibtpci driver"
BT-456135,[ASUS/PEGA][TP3407AA][PTL] System show BSOD 0x139 if disabled BT then rotate DUT,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [ASUS/PEGA][TP3407AA][PTL] System show BSOD 0x139 if disabled BT then rotate DUT
BT-474274,[WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][BT]BR bluetooth mouse will be deleted automatically after upgrade to 24.40.0.3 bluetooth driver.,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [WIKO][Longcheer][MarseilleJ][Win11][Intel-PTL][AX211][BT]BR bluetooth mouse will be deleted automatically after upgrade to 24.40.0.3 bluetooth driver.
BT-476934,V7xxYU BE211 WCL BT YB,Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] V7xxYU BE211 WCL BT YB
BT-477699,[ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%),Host Windows- Driver->PCIe,43,[COMPONENT=Host Windows- Driver->PCIe] [ASUS][NVL][WIFI][BE211] BT Device controller yellow issue (FR:100&%)
BT-106303,[Honor][Huaqin][HiggsF][ADL][AX211[21H1]New API adaptation?Application send multi adv failed when using new API by DeviceIoControl,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][HiggsF][ADL][AX211[21H1]New API adaptation?Application send multi adv failed when using new API by DeviceIoControl
BT-107255,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][BT][805790906]The chip does not reply to the HCI wendor command command, so that the PC cannot send out broadcasts!",FW- Protocol -> ACL_LE,41,"[COMPONENT=FW- Protocol -> ACL_LE] [Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H1][BT][805790906]The chip does not reply to the HCI wendor command command, so that the PC cannot send out broadcasts!"
BT-108066,[Honor][Huaqin][HiggsE][TGL][AX201[20H1]Ax201 does not send out ble extend adv after PC manager enable ble multi adv,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][HiggsE][TGL][AX201[20H1]Ax201 does not send out ble extend adv after PC manager enable ble multi adv
BT-127838,[Xiaomi][MIUI+]BLE connection failure between PC(Client) and TV(Server),FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Xiaomi][MIUI+]BLE connection failure between PC(Client) and TV(Server)
BT-157687,[HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][BT][Win11]The bluetooth mouse Huawei CD26SE is out of control in video conference,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][BT][Win11]The bluetooth mouse Huawei CD26SE is out of control in video conference
BT-160158,[S170IGL-9560]Bluetooth-LEExtendedAdvertising (Development and Integration) fail,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [S170IGL-9560]Bluetooth-LEExtendedAdvertising (Development and Integration) fail
BT-163505,"[Honor][huaqin][HiggsE][TGL][AX201]Phone paging PC timeout many times, and PC controller can not report BLE adv to Host",FW- Protocol -> ACL_LE,41,"[COMPONENT=FW- Protocol -> ACL_LE] [Honor][huaqin][HiggsE][TGL][AX201]Phone paging PC timeout many times, and PC controller can not report BLE adv to Host"
BT-178947,[HP][Quanta]-[Herbie][MTL][Win11 22H2] Only one side connected after resume from S4 then reconnect BT LE headphones.(Intel GaP2/Intel GfP2),FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HP][Quanta]-[Herbie][MTL][Win11 22H2] Only one side connected after resume from S4 then reconnect BT LE headphones.(Intel GaP2/Intel GfP2)
BT-186086,[MIUI+][AX211]PC sends data to the mobile phone at a rate of 10KB/s (expect 20K),FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [MIUI+][AX211]PC sends data to the mobile phone at a rate of 10KB/s (expect 20K)
BT-205148,[Honor][Huaqin][DarwinA][MTL][AX201][22H1[20%]Bluetooth firmware crash,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][DarwinA][MTL][AX201][22H1[20%]Bluetooth firmware crash
BT-213877,[Honor][Huaqin][DarwinA][MTL][AX201][22H1[20%]BT firmware crash--pointer null,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][DarwinA][MTL][AX201][22H1[20%]BT firmware crash--pointer null
BT-239480,[Honor][Huaqin][DarwinA][MTL][AX201][22H1]HCI cmd timeout,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][DarwinA][MTL][AX201][22H1]HCI cmd timeout
BT-256028,[Honor][Huaqin][MooreA][MTL][AX211][22H1[3%]BT driver lost,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][Huaqin][MooreA][MTL][AX211][22H1[3%]BT driver lost
BT-26870,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2[BT][804719095]BT mouse was disconnected suddenly.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Huawei][Quanta][KelvinD][TGL-U][AX201][20H2[BT][804719095]BT mouse was disconnected suddenly.
BT-275111,[HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system cant be woken from the S4 state.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HP][Masada][LNL][FmP2-BE201][Win11 24H2] The system cant be woken from the S4 state.
BT-288221,[Lenovo]Thames2 EEP: BT mouse stops working suddenly.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Lenovo]Thames2 EEP: BT mouse stops working suddenly.
BT-291551,[Lenovo][Aladdin][LNL SIT][BE201][Win11] BT mouse  can not  auto connect after MS resume,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Lenovo][Aladdin][LNL SIT][BE201][Win11] BT mouse  can not  auto connect after MS resume
BT-296724,[Lenovo][Aladdin][LNL SIT][BE201]BT lost in SVT build,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Lenovo][Aladdin][LNL SIT][BE201]BT lost in SVT build
BT-300754,[ASUS][ARL][BE201] BLE Device will not re-connected after system reboot.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [ASUS][ARL][BE201] BLE Device will not re-connected after system reboot.
BT-302753,[Honor][FermatB][ARL][AX201][24h2][5%]BT fw crash,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][FermatB][ARL][AX201][24h2][5%]BT fw crash
BT-322452,Bluetooth lost,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] Bluetooth lost
BT-326901,[Lenovo][Aladdin][LNL SS][BE201][Win11] BT mouse can not auto reconnect after MS resume,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Lenovo][Aladdin][LNL SS][BE201][Win11] BT mouse can not auto reconnect after MS resume
BT-333608,"[BT]When Show notifications to connect using Swift Pair is off, can not do pairing with LE audio",FW- Protocol -> ACL_LE,41,"[COMPONENT=FW- Protocol -> ACL_LE] [BT]When Show notifications to connect using Swift Pair is off, can not do pairing with LE audio"
BT-33735,[Huawei][Quanta][KelvinD][TGL-U][AX201][20H2][BT][804776394] BT function full lost during on-line game playing.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Huawei][Quanta][KelvinD][TGL-U][AX201][20H2][BT][804776394] BT function full lost during on-line game playing.
BT-34421,[HP/Dogfood/Startlight/TGL-H/HrP AX201/W10]BT mouse auto disconnect when joining zoom call.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HP/Dogfood/Startlight/TGL-H/HrP AX201/W10]BT mouse auto disconnect when joining zoom call.
BT-357231,[Xiaomi][AX203][i5-11320H]PC connect TV  failed by ble,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Xiaomi][AX203][i5-11320H]PC connect TV  failed by ble
BT-358385,"[HP][Quanta]-[Trekker][PTL-H][Win11 24H2] BT headphone shows ""Connected"" not ""Connected mic,audio"" in PC settings after resume unit from S4 with BT headphone and BT mouse connected.(Intel BE211)",FW- Protocol -> ACL_LE,41,"[COMPONENT=FW- Protocol -> ACL_LE] [HP][Quanta]-[Trekker][PTL-H][Win11 24H2] BT headphone shows ""Connected"" not ""Connected mic,audio"" in PC settings after resume unit from S4 with BT headphone and BT mouse connected.(Intel BE211)"
BT-36600,(Copy Of 00585321) [HP/Dogfood/corvette/TGL-U/HrP AX201/Win10]BT mouse cursor lag during S0(normal use computer),FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] (Copy Of 00585321) [HP/Dogfood/corvette/TGL-U/HrP AX201/Win10]BT mouse cursor lag during S0(normal use computer)
BT-39873,[Dynabook][Windows10]Bluetooth radio keep refreshing when moving Bluetooth mouse,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Dynabook][Windows10]Bluetooth radio keep refreshing when moving Bluetooth mouse
BT-40097,[HUAWEI][HUAQIN][MachC][Comet Lake ][Intel 9560][20H2]The BT device is repeatedly reconnected and disconnected with 22.60 driver.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HUAWEI][HUAQIN][MachC][Comet Lake ][Intel 9560][20H2]The BT device is repeatedly reconnected and disconnected with 22.60 driver.
BT-40099,[Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT connect to BT mouse auto disconnect a littte time in Signal shielding room.(FR:5%),FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Realme][HUAQIN][Intel TGL][Intel ax201/intel 9560][21H1]DUT connect to BT mouse auto disconnect a littte time in Signal shielding room.(FR:5%)
BT-40647,[ARD2G-15][JfP2] LE mouse does not work with 22.60.0.6,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [ARD2G-15][JfP2] LE mouse does not work with 22.60.0.6
BT-407715,[Xiaomi][AX203][Ultra 7 255H]PC connect TV failed by ble,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Xiaomi][AX203][Ultra 7 255H]PC connect TV failed by ble
BT-41270,[HP][ADL/][W10]SIO2004108 - [SIT][FIT-COMM][CML][WIN11-SFR][INT] The bluetooth mouse will automatically disconnect after unit connected to the bluetooth mouse.(JP1),FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HP][ADL/][W10]SIO2004108 - [SIT][FIT-COMM][CML][WIN11-SFR][INT] The bluetooth mouse will automatically disconnect after unit connected to the bluetooth mouse.(JP1)
BT-41857,[Mars 5G][TyP][Win11] It takes a long time for connecting LE mouse after leaving 20+ minutes,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Mars 5G][TyP][Win11] It takes a long time for connecting LE mouse after leaving 20+ minutes
BT-41886,[Venus] [TGL+TyP] BT mouse not moving smoothly when use v22.60.0.6,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Venus] [TGL+TyP] BT mouse not moving smoothly when use v22.60.0.6
BT-44068,[HP] - SIO2010729 [Mavis][JSL][HRP2-AX201][Win11 22000.168] ? BT mouse cannot work after idle or paired successfully.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HP] - SIO2010729 [Mavis][JSL][HRP2-AX201][Win11 22000.168] ? BT mouse cannot work after idle or paired successfully.
BT-477053,[Xiaomi][MTL][AX211] Xiaomi speakers take a long time to connect to a PC via BLE,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [Xiaomi][MTL][AX211] Xiaomi speakers take a long time to connect to a PC via BLE
BT-52173,"[Tile]Ring stops by itself even though I did not press ""Done"" in the Android app.",FW- Protocol -> ACL_LE,41,"[COMPONENT=FW- Protocol -> ACL_LE] [Tile]Ring stops by itself even though I did not press ""Done"" in the Android app."
BT-83842,[HONOR][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] No prompt is displayed on the peer machine to share files through the PC Manager.,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HONOR][HUAQIN][HiggsF][Intel ADL][Intel AX 211][BT][Win11] No prompt is displayed on the peer machine to share files through the PC Manager.
BT-88842,[HONOR][HUAQIN][FermiF&BornF][Intel ADL][Intel AX 201][BT][Win11]BT devices disconnected unexpectedly when watching online video with BT earphone connected,FW- Protocol -> ACL_LE,41,[COMPONENT=FW- Protocol -> ACL_LE] [HONOR][HUAQIN][FermiF&BornF][Intel ADL][Intel AX 201][BT][Win11]BT devices disconnected unexpectedly when watching online video with BT earphone connected
BT-102372,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][BT][805761061] The encryption fails when the PC is connected to the mobile phone, and the HCI Encryption Change is not reported",FW- Protocol -> ACL_BR_EDR,40,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Huawei][Quanta][H9U][CurieF][AX211][21H2][BT][805761061] The encryption fails when the PC is connected to the mobile phone, and the HCI Encryption Change is not reported"
BT-103015,"Huawei][Quanta][H9U][CurieF][AX211][21H2][BT][805755125] At 17:52-17:56 CurieF-win11 and Hongmeng 2.0 and Hongmeng 3.0 mobile phones failed to create a BR connection all the time. At 17:57, the BR connection was successfully established with Hongmeng 3.",FW- Protocol -> ACL_BR_EDR,40,"[COMPONENT=FW- Protocol -> ACL_BR_EDR] Huawei][Quanta][H9U][CurieF][AX211][21H2][BT][805755125] At 17:52-17:56 CurieF-win11 and Hongmeng 2.0 and Hongmeng 3.0 mobile phones failed to create a BR connection all the time. At 17:57, the BR connection was successfully established with Hongmeng 3."
