technology_key,ips_title,predicted_category,jira_title
tools,Antd shows -95,OEM Tools,DRTU crashed issue
tools,Cant Get Power Table due to FW assert 0x970,YB/Lost,Tributo MTL_CNVi sku used CITU tool can not work
tools,Cant Get Power Table due to FW assert 0x970,YB/Lost,DRTU CLi mode observe Tx Uncalibrated issue
tools,no reaction after click connect,Connectivity,6-7G OTP showed 3dBm and Target power higher then Regulatory power limit
tools,22.40 DRTU power table didnt change according to different mode,OEM Tools,Tributo MTL_CNVi sku used CITU tool cannot connected
tools,Intel release NDT tool issue (PHWFW03316_22.40.0.7Tools version),OEM Tools,DRTU ETSI mode removal
tools,ANT command -get_PPID not work (DCR-570),OEM Tools,22.200 Rx Sensitivity Direct Mode Receive 0 packet Issue
tools,22.40 ANT tool cannot show foundry info with Killer 1650i 2nd foundry,OEM Tools,CITU cannot be executed on MTL+AX201
tools,ANT cant work with BIOS which include CDB (Revision2),OEM Tools,DRTU GetChannelRegulatoryInfo failed
tools,Some MIMO result of DRTU regulatory power limit is negative value or zero,OEM Tools,"FATAL_ERROR: uCode ASSERT(UMAC, rtStatus = 0x20100505, log is  valid. data1 = 0x2, data2 = 0x1)"
tools,"Different Regulatory Power Limits result between ""Modulated Tx"" and ""Regulatory Power Limits Table""",Power Consumption,Intel Ant tool and WRT tool cant output  GEO SAR TABLE of BIOS
wifi,"Wi-Fi 6E AX211 160MHz bang out,DUT lost WIFI function",Connectivity,CITU Basic Test Failure
wifi,AX200/ AX201 - The WPA3-Enterprise AES security is not available,Connectivity,WiFi de-sense values dont seem correct
wifi,BSOD occurred during Hibernate stress test,BSOD,OEM Tool cannot connected with USC which in PV packet
wifi,WB with SYSTEM_THREAD_EXCEPTION_NOT_HANDLED,BSOD,HW locked ERROR pop-up when click START
wifi,"BE200 Device Lost issue -  0x152e, config space 0xff",BSOD,DRTU CLI crashes during execution
wifi,HW/SW DRIPS are below 90% in sleep-study report when run Modern Standby in AC/DC mode,Power Consumption,Marginal issue failed on cnviRxClockDelayD0/1 and cnviRxClockDataD0/1
wifi,"Issues with Wireless Connectivity - AX201 card disconnects from wireless, yellow bang",YB/Lost,DRTU 22.190 TX Sine Wave Bug
wifi,Random disconnect seen,Connectivity,"Bluetooth Modulated Tx Low Energy incorrect after click ""STOP"" or double click ""START"""
wifi,20~30% throughput degradation on Rx with sensing enabled and AP configured to AX 160 MHz - Pending DCR-1991,Performance,Command XVT_CMD_MCC_CONTROL failed with status 31. Unknown error has occurred
wifi,The WiFi connection is automatically disconnected in DC mode,Connectivity,ANT cannot display bit9-11 settings of DSM function 3
wifi,BSOD occurs with user space socket open and S0ix transition,BSOD,HrP2 ax201 996x2 Tone test fail on PV 22.190
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_20100246,YB/Lost,HrP2 ax201 996x2 Tone test fail on PV 22.190
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_00002B87 on Multiple routers,YB/Lost,ANT tool shows error with 9462  on ADL
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_00000941,YB/Lost,DRTU tool CLI command prints N/A in CSV for negative values in 6GHz
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,YB/Lost,Error msg pop-up on DRTU operation on 6E BW80MHz low TX power
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_21100231,YB/Lost,DRTU can test with UNII-4 band with MCC = FR while we only enable UNII4 for US
wifi,Reset/Recovery seen during disconnected standby due to Assert_0000DEAD -- 0x132E,YB/Lost,Command XVT_CMD_MCC_CONTROL failed with status 31. Unknown error has occurred
wifi,TOP assert 0x20100501 during WB,YB/Lost,ANT tool get_psensor_tx_limits shows wrong result
wifi,BSOD occurred during Prime 95 stress test,BSOD,DRTU Fail - RU Setting
wifi,EU 6E OTP power abnormal,Power Consumption,DRTU Fail - RU Setting
wifi,Both BLE or WiFi functionality doesnt work,Connectivity,Do not receive BLE packet in DRTU
wifi,"REOPEN: BSOD (0X9F,point to Netwaw14.sys and BTHUSB) occurred as running Hibernation Stress test",BSOD,Incorrect EWRD reading from ANT tool
wifi,DRTU CLi hit Timed out after send drtuclient.exe connect,OEM Tools,ANT tool dump BT SAR table with different Tx power on LE
wifi,code43 YB after resume from MS,YB/Lost,Target Power does not follow the power control bar config in power control mode
wifi,"BE200 cant work on any AMD platform, BSOD after turn on the DUT",BSOD,9462 @ CITU SHOW 9461
wifi,"Ant tool request to add ""Group 4 to 8"" reading value Get Tx Power Delta Limits",Power Consumption,UNII4 is not supported on DRTU
wifi,MSFT Supplicant UI does not connect to AP via scanlist w/o existing profile,OEM Tools,CITU BRI projects Received than Generated
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_00004424 on Multiple routers,YB/Lost,CITU not work when running testing.
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_20100222 on multiple routers,YB/Lost,Bluetooth Modulated Tx Low Energy MCC setting regulatory power limit is incorrect
wifi,": DRIVER_POWER_STARTE_FAILURE BSOD issue observed, while running  S4 cycle",BSOD,AX201 Test fail during WBT
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,YB/Lost,"DRTU connection check fail with --XVT_CMD_RESET_XVT_MODE, failure status 31"
wifi,BE200 UEFI WIFI boot function Wi-Fi Manager show 00:00:00:00:00:00 and scan empty list,Connectivity,DRTU not able to test MU-MIMO 160MHz at 5GHz
wifi,Wifi power high in idle desktop and ABL active,Power Consumption,Zaca DRTU disconnect failed
wifi,[WW45-46WS][CSLP][DELL-Arches][WW39GC][NIC-DPMO]:Intel(R) Wi-Fi 6E AX211 160MHz YB observed while running CS cycle [assert 0x505],YB/Lost,DRTU transmitting with OFDM (11g) when set to CCK rates (11b)
wifi,Signal no output when click START,Connectivity,"Opening and ending tag mismatch on ""LPI"" in PowerTable output"
wifi,LKD_0x15 ndis!ndisMReenumerateFailedAdapterInternal+0x15b,BSOD,Queried result of CDB SAR table by ANT tool was different from that by WRT tool
wifi,Wi-Fi driver is completing scan requests from OS immediately (even for full scans),Connectivity,DRTU showing 11Ac when MCS is set to 11
wifi,from S4 stress Test,Connectivity,Channel shows 11ac when choosing 6-7 GHz Band
wifi,"BSOD 0xE6 and point to ""Netwtw12!platform::cUefiBiosAccessor::getUefiData""",BSOD,Display issue on DRTU
wifi,SYSTEM_THREAD_EXCEPTION_NOT_HANDLED_M (1000007e) - AV_Netwtw12!unknown_function - during PST testing with Wifi 23.10.0.1 -- Netwtw12!prvConnectToSsidHandleAssocFailure,Connectivity,Wi-Fi NDT Result
wifi,BSOD 0xD1 during heavy load testing,BSOD,"DRTU commands work fine after OTP commit, but fail before OTP write."
wifi,Wifi resets encountered during PST testing with Wifi driver 23.10.0.1,Connectivity,The WiFi 6E signal cannot be automatically connected with ANT tool
wifi,BUGCODE_NDIS_DRIVER_LIVE_DUMP (15e) during PST testing,BSOD,cant run CITU tool to test CNVi normally
wifi,Device show yellow bang with Code 10 after install driver,YB/Lost,RU Rx PER cant be measured on GfP2
wifi,Later CRWFW8372_99.0.83.4 and CRWFW8339_99.0.83.3 hit DRTU connection failed,OEM Tools,DRTU target power not limited by SAR table
wifi,TFDQ Hung,System Hang,DRTU Rx function doesnt get good packets at 22.80 HF1
wifi,Reset/Recovery seen during disconnected standby due to ASSERT_2010105D on Multiple routers,YB/Lost,DRTU_RX can not receive any packet count problem
wifi,UI and profile would shows  WPA2 enterprise when we connecting to WPA3 enterprise AP,Connectivity,intel ANT tool issue (hardware initialization failed) fail rate 0.5%
wifi,We would fail with not roaming between WPA3 enterprise <-> WPA3 TM enterprise,Connectivity,AX411 QS sample 6e tx power lock at 7.5dB
wifi,GaP power consumption upon WiFi 7 Tx TPT scenario doesnt follow DTT request power value,Power Consumption,ANT. tool can not auto detecting 6E SSID for RSSI test.
wifi,Wi-Fi device blocking modern standby SW drip 0% on HP Ultron system,Connectivity,TX power value is incorrect
wifi,Surface devices unexpectedly disconnect from enterprise network,Connectivity,DRTU power table doesnt show SAR value
wifi,Package C-state was limited to PC2 only due to WiFi,Connectivity,DRTU doesnt show SAR values in power table when EWRD is enabled
wifi,Killer BE200 1216 description is incorrect in device manager,Killer,No result for every command
wifi,Intel power back off mode for Singapore/Hong Kong on Avantii program has incorrect measurements.,Power Consumption,Marginal test no progress for long time(Progress cannot reach 100%)
wifi,BE200 would connect with only AX after AP change channel,System Hang,AX211 DRTU incorrect TX Regulatory Power Limit
wifi,"wifi assert  0x5004dead happening , WIFI no YB, but BT device lost after the PC resume from hibernate",YB/Lost,Athena NDT Tool Hanging issue upon connect with WiFi device
wifi,MEI BSOD DRIVER_POWER_STATE_FAILURE (9f) cause by WiMan,BSOD,GNNR under WinPE and an error occurred or cannot be used
wifi,LKD_0x15E_FATAL_MINIPORT_ERROR_MINIPORT_REQUESTED_PLDR_4_34_IMAGE_Netwtw12.sys,YB/Lost,no DRTU.exe in DRTU server mode
wifi,Cannot connect with WPA3-Personal (H2E) on JfP2(Pulsar),RF,JfP1 9462 with DRTU (22.65.0.1) shows lower output power than older version DRTU (22.20.0.6)
wifi,Wi-Fi show Not available after boot to OS few seconds,Connectivity,Samsung PNVM - WRT shows incorrect values
wifi,RX 320MHz Max OTA Throughput was less 3Gbps against TP-Link Archer BE800,Connectivity,DRTU remote connect failed
wifi,Wrong WWSafe indexes are getting set as failsafe when SAR manager is uninstalled/disabled/non-working-state,RF,Output of ANT get_ppid command doesnt match with module
wifi,DRTU - WiFi_connection_failed,Connectivity,Wrong values found in CDB tables in ANT EWRD output
wifi,"There is no ""PXE boot option"" in the boot menu with UEFI driver 3.2.23.23213",UEFI,ADL-S CITU tool cant run with AX201
wifi,"""Unexpected disconnect by driver"" Wi-Fi failure seen while device is in sleep",Power Consumption,ANT get_ppid command cannot work
wifi,WiFi scan doesnt work in pre-boot (UEFI) using Intel wirelessdriver v3.2.23213,Connectivity,Error message found in ANT EWRD output when GfP2 is used
wifi,GaP C0 YB assert 0x303 secure boot verification,YB/Lost,Cant Get Power Table of 6-7GHz
wifi,DRTU 22.240 issue,OEM Tools,"The opened program is not the same as the displayed program, F5 to reload will 404 Not Found"
wifi,Failed to perform scanning,Connectivity,Different version of tool on same device at the same time will cause connection failed
wifi,"With WPA2 authentication, UEFI throughput drop 80% than Open/WPA3",Connectivity,Unable to read dyanic SAR table (EWRD) using ANT
wifi,LKD_0x15E_FATAL_MINIPORT_ERROR_MINIPORT_REQUESTED_PLDR_4_0_IMAGE_Netwtw12.sys observed when system is in CS,YB/Lost,Antd shows -95
wifi,BE202 Link Speed display issue,Connectivity,Cant Get Power Table due to FW assert 0x970
wifi,xVT driver Wrong Mac Address Reading Issue,Connectivity,Cant Get Power Table due to FW assert 0x970
wifi,BT MCC jump to 3030 due to Wi-Fi,Connectivity,no reaction after click connect
wifi,UEFI gets watchdog NMI (0x34) on init flow,BSOD,22.40 DRTU power table didnt change according to different mode
wifi,"Elmer | DRTU | connection failure Command XVT_CMD_RESET_XVT_MODE failed with status 31 --  uCode ASSERT (lmacID = 0x0, rtStatus = 0x201013F2)",YB/Lost,Intel release NDT tool issue (PHWFW03316_22.40.0.7Tools version)
wifi,"Elmer | DRTU | connection failure Command XVT_CMD_RESET_XVT_MODE failed with status 31 -- uCode ASSERT (lmacID = 0x0, rtStatus = 0x20004443)",YB/Lost,ANT command -get_PPID not work (DCR-570)
wifi,The power accuracy at WiFi 6GHz is over Intel spec (2dB),Power Consumption,22.40 ANT tool cannot show foundry info with Killer 1650i 2nd foundry
wifi,"not able to run ""Margin Test"" with CITU tool",OEM Tools,ANT cant work with BIOS which include CDB (Revision2)
wifi,Not able to disable WiFi through Netsh command,Connectivity,Command XVT_CMD_OP_MODE failed with status 0.
wifi,Chain A always 1.5 dBm less than target,RF,Some MIMO result of DRTU regulatory power limit is negative value or zero
