jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-227547,[Dell]Samsung S21 (WiFi 6) has bad downlink throughput while connecting with AX211 WiFi hotspot (22.140.0.3),FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [Dell]Samsung S21 (WiFi 6) has bad downlink throughput while connecting with AX211 WiFi hotspot (22.140.0.3)
BT-161655,[Dell][Wistron][Scorpio] Recording supports BT offload on AX210(1675x),Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Dell][Wistron][Scorpio] Recording supports BT offload on AX210(1675x)
WIFI-535675,[WIKO][HUAQIN][MarseilleH][Intel MTL][Intel AX201][WiFi][Win11]It occured WiFi YB(43) when running Hibernate test.,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [WIKO][HUAQIN][MarseilleH][Intel MTL][Intel AX201][WiFi][Win11]It occured WiFi YB(43) when running Hibernate test.
BT-180619,[Xiaomi][MIUI+][I5-12500H][AX203]BLE connection failed,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Xiaomi][MIUI+][I5-12500H][AX203]BLE connection failed
WIFI-851822,[Honor][MooreB][ARL][AX211] softap,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Honor][MooreB][ARL][AX211] softap
WIFI-869452,[Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]wifi lost when doing MS stress tes,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]wifi lost when doing MS stress tes
WIFI-131222,[Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H1][804977831] Wifi device YB (code 43).,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Huawei][Quanta][KelvinD][TGL-U][AX201][Wifi][20H1][804977831] Wifi device YB (code 43).
WIFI-337276,(Copy Of 00827282) [HP][Quanta]-[Willie][MTL][Win11 22H2] Package C-state reach to PC2 only in idle display on & Moderm Standby scenario. (Intel BE200),System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] (Copy Of 00827282) [HP][Quanta]-[Willie][MTL][Win11 22H2] Package C-state reach to PC2 only in idle display on & Moderm Standby scenario. (Intel BE200)
WIFI-290154,"[Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][800040329] After the DUT is normally connected to WIFI for a period of time, turn off the WIFI switch, sleep again, and drive the yellow mark after waking up for a period of time",FW->MVM,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW->MVM] [Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][800040329] After the DUT is normally connected to WIFI for a period of time, turn off the WIFI switch, sleep again, and drive the yellow mark after waking up for a period of time"
BT-208709,[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][BT][Win11]The bluetooth driver is lost/YB when running warmboot/S4 test.,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][BT][Win11]The bluetooth driver is lost/YB when running warmboot/S4 test.
BT-255745,[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX201][BT][Win11]It occured BT driver YB when in idle status.,FW- PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- PHY] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX201][BT][Win11]It occured BT driver YB when in idle status.
WIFI-393191,[Gen15-Arches MTL ] CFI-WLAN AX211 YB and BT unknown,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Gen15-Arches MTL ] CFI-WLAN AX211 YB and BT unknown
BT-39873,[Dynabook][Windows10]Bluetooth radio keep refreshing when moving Bluetooth mouse,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Dynabook][Windows10]Bluetooth radio keep refreshing when moving Bluetooth mouse
WIFI-408527,[HP][Regis] [Quanta]WiFi cannot search AP after GLAI test mode implemented,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [HP][Regis] [Quanta]WiFi cannot search AP after GLAI test mode implemented
WIFI-486066,"[HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] 0x9f"" BSOD occurs after resuming system from critical S4.(Intel FmP2)",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [HP][Quanta]-[SnowWhite][LNL-MX][QS][Win11 24H2] 0x9f"" BSOD occurs after resuming system from critical S4.(Intel FmP2)"
WIFI-349945,[HP][Quanta]-[Herbie][MTL][Win11 22H2] Wlan device lost in device manager after system restart (BE200).,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [HP][Quanta]-[Herbie][MTL][Win11 22H2] Wlan device lost in device manager after system restart (BE200).
WIFI-355703,[HP][Quanta]-[Herbie][MTL][Win11 22H2][MV build] BSOD 0x139 during dash image process (AX211),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP][Quanta]-[Herbie][MTL][Win11 22H2][MV build] BSOD 0x139 during dash image process (AX211)
WIFI-547973,[HP][Factory][Machu][Win11 24H2][ARL U][FmP2 and GfP2]Machu PV build report WLAN YB Code 10 or 43 & BT YB Code 43 or missing.,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [HP][Factory][Machu][Win11 24H2][ARL U][FmP2 and GfP2]Machu PV build report WLAN YB Code 10 or 43 & BT YB Code 43 or missing.
WIFI-492962,[Honor][Wingtechh][FermatB][ARL-H][WIFI][AX201][24H2]The wifi is interrupted when the ipref tool is being used for TCP Stream,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Honor][Wingtechh][FermatB][ARL-H][WIFI][AX201][24H2]The wifi is interrupted when the ipref tool is being used for TCP Stream
BT-223470,"[Honor][Huaqin][MooreA][Meteor Lake][Ax211][BT]After connecting the lightning port of the testing machine to TBT4 storage, a BSOD must appear, pointing to the BT drive",Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->ibtusb] [Honor][Huaqin][MooreA][Meteor Lake][Ax211][BT]After connecting the lightning port of the testing machine to TBT4 storage, a BSOD must appear, pointing to the BT drive"
BT-163505,"[Honor][huaqin][HiggsE][TGL][AX201]Phone paging PC timeout many times, and PC controller can not report BLE adv to Host",FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Protocol -> ACL_LE] [Honor][huaqin][HiggsE][TGL][AX201]Phone paging PC timeout many times, and PC controller can not report BLE adv to Host"
WIFI-564136,[Honor][Huaqin][DarwinB][AX211][WiFi][24H2]The 5G wifi cant reconnect automatically after reboot,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Honor][Huaqin][DarwinB][AX211][WiFi][24H2]The 5G wifi cant reconnect automatically after reboot
WIFI-408464,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The wifi device YB when manually switching WiFi,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The wifi device YB when manually switching WiFi
WIFI-404582,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The RSSI test timeout using ANT tool in DC mode,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WiFi][22H2]The RSSI test timeout using ANT tool in DC mode
WIFI-352308,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The assert occur when PC idel,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The assert occur when PC idel
BT-302753,[Honor][FermatB][ARL][AX201][24h2][5%]BT fw crash,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Honor][FermatB][ARL][AX201][24h2][5%]BT fw crash
WIFI-395058,[GaP2/GfP2] 6GHz connection at MCC=AU/NZ,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [GaP2/GfP2] 6GHz connection at MCC=AU/NZ
BT-260505,(Copy Of 00891714) [Acer/Compal][Icefish_LNV]BT device lost during S4 cycles,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] (Copy Of 00891714) [Acer/Compal][Icefish_LNV]BT device lost during S4 cycles
BT-189625,Bluetooth Yellow Bang (Unknown USB Device) in Sx cycle stress test on MTL w/ AX211,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] Bluetooth Yellow Bang (Unknown USB Device) in Sx cycle stress test on MTL w/ AX211
BT-30088,[Lenovo ThinkPad JP][LCFC][Drift3/Ironhide3][SVT][TGL][TYP2][20H2] BSOD 0x5c after restart by manual(FR:2/600 units),Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Lenovo ThinkPad JP][LCFC][Drift3/Ironhide3][SVT][TGL][TYP2][20H2] BSOD 0x5c after restart by manual(FR:2/600 units)
BT-168393,[Yuanchen][BT][Huawei][VangoghH][MTL][FOT]start advertise fail with 317,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Yuanchen][BT][Huawei][VangoghH][MTL][FOT]start advertise fail with 317
BT-336074,[WIKO][LC][MarseilleI][ARL-AX201][DVT1] BT function cannot use after turn off wifi,FW- Coex,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Coex] [WIKO][LC][MarseilleI][ARL-AX201][DVT1] BT function cannot use after turn off wifi
BT-315828,"[Lenovo_IdeaPad][LCFC][ARL-HX][AX211][Hermes-IAX]BLE Headset auto disconnect after paired or play music use media player, 3/3Units,  1/10cycles.",FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Transport] [Lenovo_IdeaPad][LCFC][ARL-HX][AX211][Hermes-IAX]BLE Headset auto disconnect after paired or play music use media player, 3/3Units,  1/10cycles."
BT-39513,[Venus-13][TyP2] BT does not work after resume from S4,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Venus-13][TyP2] BT does not work after resume from S4
WIFI-600920,[Samsung][Venus5-14 LNL][BE201] BSOD after turning off Wifi in BIOS setup,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Samsung][Venus5-14 LNL][BE201] BSOD after turning off Wifi in BIOS setup
WIFI-778110,[Lenovo][Huaqin][PTL][BE213][S511_14_16]BT YB due to wifi assert 0x4444,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Lenovo][Huaqin][PTL][BE213][S511_14_16]BT YB due to wifi assert 0x4444
WIFI-715445,"[Dell_Compal][TRL][PTL][GfP2]After install WLAN driver, found the WLAN yellow bang and cant recovery",System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=System->MAC] [Dell_Compal][TRL][PTL][GfP2]After install WLAN driver, found the WLAN yellow bang and cant recovery"
WIFI-853883,"[ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue",WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Connectivity] [ThinkPad][X13 Gen6][ARL][BE201] ABB ""France"" Roaming Frequently Disconnect & Reconnect Issue"
WIFI-622197,[HP][Quanta][Trekker][ARL-H][Win11 24H2] WiFi will disable or lose function after ESD testing,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [HP][Quanta][Trekker][ARL-H][Win11 24H2] WiFi will disable or lose function after ESD testing
WIFI-805040,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI 5002/5005/5010 with 0x85 0x503 0x13f1 assert,FW->Infra,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Infra] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211@1216/320Mhz][25H2] WIFI 5002/5005/5010 with 0x85 0x503 0x13f1 assert
WIFI-627277,[Lenovo_ThinkPad][Field_issue][AX201]HSBC end-users complain that frequent WiFi roaming significantly affects the customer experience.,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Lenovo_ThinkPad][Field_issue][AX201]HSBC end-users complain that frequent WiFi roaming significantly affects the customer experience.
WIFI-822835,[FCCL][TWL][GfP2]Error 5002 occurs during modern standby,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [FCCL][TWL][GfP2]Error 5002 occurs during modern standby
BT-371123,[Lenovo][Compal][Legion 5 15IPH11][PTL][BE213] BSOD 0X7e point to BE213 BT device during Cool boot.,Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [Lenovo][Compal][Legion 5 15IPH11][PTL][BE213] BSOD 0X7e point to BE213 BT device during Cool boot.
BT-108517,[Dell]UEFI BLE Scan hang issue,Host UEFI - BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=Host UEFI - BIOS] [Dell]UEFI BLE Scan hang issue
BT-334467,"[HP][Quanta]-[Hanna][ARL/RPL-H][Win11 24H2] It shows ""Bluetooth file transfer not completed"" when BT transfer file.(Intel AX211)",FW- PHY,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- PHY] [HP][Quanta]-[Hanna][ARL/RPL-H][Win11 24H2] It shows ""Bluetooth file transfer not completed"" when BT transfer file.(Intel AX211)"
WIFI-739243,[lenovo_arlh_daisy]BE201 YB  after s0i3 at 0 degree,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [lenovo_arlh_daisy]BE201 YB  after s0i3 at 0 degree
BT-334108,"[AiStone][ARL H 45] BE200: BT device lost in ""Warm Boot"" cycling test",FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Transport] [AiStone][ARL H 45] BE200: BT device lost in ""Warm Boot"" cycling test"
WIFI-751930,[Lenovo][Huaqin][C711_1416][PTL][Win_25H2][SIT][BE213_QS] The WLNA/BT lost and have event ID 5002 duing CB stress test(F/R: 3/10 UUTs; 3/3000 Cycles),TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Lenovo][Huaqin][C711_1416][PTL][Win_25H2][SIT][BE213_QS] The WLNA/BT lost and have event ID 5002 duing CB stress test(F/R: 3/10 UUTs; 3/3000 Cycles)
WIFI-813463,"[Lenovo-DT][Wistron][ARL-S][BE200][M90t_PCB1] Connect the BE200 WIFI card to test the wireless mode. The test machine enters lecacy S3. On the server side, click WEB UI->remote control and the system will wake up automatically.",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Lenovo-DT][Wistron][ARL-S][BE200][M90t_PCB1] Connect the BE200 WIFI card to test the wireless mode. The test machine enters lecacy S3. On the server side, click WEB UI->remote control and the system will wake up automatically."
WIFI-624866,[Honor][FermatB][ARL][AX201][Low probability]PC blue screen issue,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Honor][FermatB][ARL][AX201][Low probability]PC blue screen issue
WIFI-198009,[Dell]Intel AX210 WiFi YB on Andrews w/ WiFi 22.80.1.1 + BT 22.100.0.2,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Dell]Intel AX210 WiFi YB on Andrews w/ WiFi 22.80.1.1 + BT 22.100.0.2
WIFI-759344,[HP][Quanta]-[Trekker][PTL-H][Win11 25H2] WLAN and BT will lost 1sec during file transfer via BT(assert code 5002)(Intel BE211),TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [HP][Quanta]-[Trekker][PTL-H][Win11 25H2] WLAN and BT will lost 1sec during file transfer via BT(assert code 5002)(Intel BE211)
WIFI-632491,wifi disconnection with windows event ID 5002,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] wifi disconnection with windows event ID 5002
BT-242780,[Dell] BT IOSF scan issue with TributoLnl EVQS platform,Host UEFI - BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=Host UEFI - BIOS] [Dell] BT IOSF scan issue with TributoLnl EVQS platform
WIFI-719076,[Dell][Compal][Pista ARL] WLAN YB issue on Ramp build,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Dell][Compal][Pista ARL] WLAN YB issue on Ramp build
WIFI-686084,[Dell_RPL]Intel AX211 on Multiple Platforms WLAN Disconnect when Roaming Cisco AP,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] [Dell_RPL]Intel AX211 on Multiple Platforms WLAN Disconnect when Roaming Cisco AP
WIFI-393429,[Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6
WIFI-330101,[Dell][Odin][AX411] 6G SSID connection is not working using 3.2.24.23313  on MTL platforms,UEFIDriver,UEFI,component_to_category_100pct,1.00,0.90,[COMPONENT=UEFIDriver] [Dell][Odin][AX411] 6G SSID connection is not working using 3.2.24.23313  on MTL platforms
WIFI-785985,[Dell][Huracan/Performanate] Wi-Fi 7 BE211 device lost during hybrid shutdown stress,TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FW] [Dell][Huracan/Performanate] Wi-Fi 7 BE211 device lost during hybrid shutdown stress
WIFI-794045,[Honor][LuxsharePC][Nvwab][DVT]Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Honor][LuxsharePC][Nvwab][DVT]Disable/enable WIFI occur 0xC2 while running stress test(f/r:1/200U)
WIFI-851835,[lenovo_ptl_peach]BSOD 0x9F while doing warm boot stress test,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [lenovo_ptl_peach]BSOD 0x9F while doing warm boot stress test
WIFI-95252,[DELL][Wistron][Watchmen] device manager show YB for AX210 WIFI Card on LR ( S4/WB/MS),3rd Party-BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party-BIOS] [DELL][Wistron][Watchmen] device manager show YB for AX210 WIFI Card on LR ( S4/WB/MS)
BT-320590,[Acer][ARL-H][Crayfish_ARH]BT automatically disconnects when transferring 100M data file via BT with AX211 / Killer1675i card. FR: 8/10 cycle,FW- PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- PHY] [Acer][ARL-H][Crayfish_ARH]BT automatically disconnects when transferring 100M data file via BT with AX211 / Killer1675i card. FR: 8/10 cycle
WIFI-106138,"[Dell][Wistron][TGL-H][StradaleMLK] System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS.",WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->Performance] [Dell][Wistron][TGL-H][StradaleMLK] System shows BSOD ""DRIVER_IRQL_NOT_LESS_OR_EQUAL"" during idle in OS."
WIFI-883939,"(Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] (Copy Of 01011382) [Samsung][Huaqin][WCL][Titan6-14_WCL_BE][Win11]Unit show BSOD 0x139 after idle for 30mins after Benchmark test finished and point to Intel WIFI driver..(F/R:1/20 units, 1/20 times)"
