row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
2780,,Connectivity,Needs-Triage,,fallback,,,Client fails to Ack Data frames with BSS Coloring defined in PHY Header.,The wireless will disconnect from AP during online video playing overnight.,Client fails to Ack Data frames with BSS Coloring defined in PHY Header.
2781,,YB/Lost,BSOD,,cue,"BSOD, Connectivity",,BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during Hibernate 3.2 longrun test,Can connect wifi AP but hardly to access the Internet (Assert0xC/0x8516),BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during Hibernate 3.2 longrun test
2782,,Connectivity,Needs-Triage,,fallback,,,There is a delay in playing online music via connect PC softAP.,"After DUT Miracast sucessfully , connect to 2.4G/5G WIFI , Miracast will disconnect",There is a delay in playing online music via connect PC softAP.
2783,,Power Consumption,YB/Lost,,cue,YB/Lost,,YB 43 after resume from critical S4,"The mobile phone connects to the PC, shares the network with the PC through USB,PC cant share 5g hotspot.",YB 43 after resume from critical S4
2785,,Performance,BSOD,,cue,BSOD,,BSOD 0x9F during Restart test,11N 20MHz conductive throughput 95db attenuation fail,BSOD 0x9F during Restart test
2786,,BSOD,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,AX210 Unexpected critical error occurred in System Event log during Install WIFI driver (Event ID:5002/5010),"BSOD 0x101 occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling.",AX210 Unexpected critical error occurred in System Event log during Install WIFI driver (Event ID:5002/5010)
2787,,Connectivity,BSOD,,cue,BSOD,,0xD1 BSOD occured  when idle units (F/R:26/200  units),WIFI AP is not able to connected when set shared key.,0xD1 BSOD occured  when idle units (F/R:26/200  units)
2788,,Connectivity,Power Consumption,,cue,Power Consumption,,AX200 device show yellow mark when connect to mobile hotspot,WiFi disconnected when play online video/music,AX200 device show yellow mark when connect to mobile hotspot
2789,,Connectivity,Power Consumption,,cue,Power Consumption,,"resume from modern standby, system cannot open hotspot","AX200  install the driver again, the installation completed screen, the title and content are inconsistent","resume from modern standby, system cannot open hotspot"
2790,,Connectivity,YB/Lost,,cue,"YB/Lost, Power Consumption, Connectivity",,WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560),Miracast cannot connect on L10N (RU/PL) OS,WLAN YB(code 43) when connecting via Mobile hotspot w/multiple clients and HOST as Whiskey Lake(Wifi 9560)
2791,,Connectivity,Needs-Triage,,fallback,,,"DUT1 wirelesss project to DUT2. while play music or plug in/out USB key , DUT2 will pop nosie",11N 20MHz conductive Tx throughput fail on 95db attenuation and there is t-put drop on 95db chain2chain,"DUT1 wirelesss project to DUT2. while play music or plug in/out USB key , DUT2 will pop nosie"
2792,,Power Consumption,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"Connect wifi AP failed - FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x2B87, log is valid)",Intel wlan can not find 5G hotspot when RLTK wireless connect with 2.4G AP and open hotspot on 5G,"Connect wifi AP failed - FATAL_ERROR: uCode ASSERT (lmacID = 0x1, rtStatus = 0x2B87, log is valid)"
2793,,YB/Lost,Power Consumption,,cue,"Power Consumption, Connectivity",,WiFi direct pairing fails after sleep(modernstandby) resume from S3.,"PC connects mobile phone to createMulti-screen Collaboration, find the soft AP channel is 2.4G(assert 0xe904).",WiFi direct pairing fails after sleep(modernstandby) resume from S3.
2794,,YB/Lost,Needs-Triage,,fallback,,,Unable to Connect to Network Secured by WEP Shared key,AX201/AX211 device will YB after warm boot,Unable to Connect to Network Secured by WEP Shared key
2796,,UEFI,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN yellow bang while reboot aging,UEFI Wi-Fi authentication issue,WLAN yellow bang while reboot aging
2797,,BSOD,Killer,Killer,override,"Power Consumption, Connectivity, YB/Lost, Killer",,Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot,D1 BSOD happened during Windiag test,Killer 1650i (AX201) WLAN device show yellow bang when connecting hotspot
2798,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,CITU fails to connect to WiFi,WLAN sometimes can not auto reconnect AP2 immediately after resume from MS,CITU fails to connect to WiFi
2799,,BSOD,Needs-Triage,,fallback,,,Dump existed after long run Coldboot test by STEP tool: CLOCK_WATCHDOG_TIMEOUT (101) Netwtw10!osalUtilWait,Unit show BSoD: 0xd1 when run CB stress (1/10),Dump existed after long run Coldboot test by STEP tool: CLOCK_WATCHDOG_TIMEOUT (101) Netwtw10!osalUtilWait
2803,,Power Consumption,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN device show YB when we perform RnR testing,Ping times out when in battery mode,WLAN device show YB when we perform RnR testing
2804,,BSOD,Connectivity,,cue,Connectivity,,"WLAN fail connect to AP with ""WPA2 Enterprise"" EAP-TLS mode(Fail Rate: 100%)",It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,"WLAN fail connect to AP with ""WPA2 Enterprise"" EAP-TLS mode(Fail Rate: 100%)"
2805,,Power Consumption,YB/Lost,,cue,"YB/Lost, BSOD",,"YB during surfing the Internetaround 10 min. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)",Ping times out when in battery mode,"YB during surfing the Internetaround 10 min. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)"
2806,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,intel wlan show YB when connect/disconnect AP (F/R: 100%),WPA-TKIP Enterprise stops working on 9560 using newer WiFi driver,intel wlan show YB when connect/disconnect AP (F/R: 100%)
2807,,BSOD,Power Consumption,,cue,"Power Consumption, Connectivity",,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16),It will occur BSOD during change the Wireless Mode on TP-Link XDR3020 with 22.30.0.11,TyP2 6GHz output power 2-5dBm drop on conductive test (3/19 and 4/16)
2808,,YB/Lost,Connectivity,,cue,Connectivity,,"With AX201 WiFi connected in AC mode (Connected Modern Standby), S0i2.0 unable to enter S0i3.0 for VCCIN_AUX shutdown",Intel WLAN YB (code 10),"With AX201 WiFi connected in AC mode (Connected Modern Standby), S0i2.0 unable to enter S0i3.0 for VCCIN_AUX shutdown"
2809,,Connectivity,BSOD,,cue,"BSOD, System Hang, Connectivity",,"DUT hung up with black screen when run MS test by STEP tool(0x9F,nwifi).",<Customer Complaint>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,"DUT hung up with black screen when run MS test by STEP tool(0x9F,nwifi)."
2810,,BSOD,Connectivity,,cue,Connectivity,,Client adapter sends Reassoc frame after receiving Deauth from AP,BSOD 0xD1 happens when running Intel PETS PM_ST_6,Client adapter sends Reassoc frame after receiving Deauth from AP
2811,,BSOD,Connectivity,,cue,Connectivity,,DUT projecting to HUAWEI smart TV(V65i)/HONOR TV through miracast appeared afterimage.,"BSOD occurred as running Win-PVT Restart,S3,S4 test +AC/DC Cycling",DUT projecting to HUAWEI smart TV(V65i)/HONOR TV through miracast appeared afterimage.
2812,,Connectivity,Needs-Triage,,fallback,,,Cannot re-connect to wireless printer,Wifi auto disconnects because miss beacon.,Cannot re-connect to wireless printer
2813,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN yellow bang while playing online audio streaming,DUT have occur BSOD-D1 during running stress via HuaWei tool,WLAN yellow bang while playing online audio streaming
2814,,Performance,RF,RF,override,RF,,BIOS SAR table not correct,Intel8265 5G AC80 TX T-put very low ~2xxMbps,BIOS SAR table not correct
2816,,BSOD,Connectivity,,cue,Connectivity,,Client WiFi does not reply to Control frame transmitted at 54 Mbps,BSOD(0x9f)occur after loop run fastboot(F/R:1/15units ;1/7500 cycles),Client WiFi does not reply to Control frame transmitted at 54 Mbps
2817,,Power Consumption,BSOD,,cue,"BSOD, Connectivity",,BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.,"Client auto disconnect from hotspot due to ""no beacon after connection"" if host PC connected with 5G AP and open 2.4G hotspot(setting 2.4 bandwidth)",BSOD 0x9F happened with Intel WLAN driver 22.40.0.7 during restart longrun test.
2818,,Connectivity,YB/Lost,,cue,YB/Lost,,YB in DM after resume from close lid S0i3 or tent mode S5,Connection disconnect automatically and cannot connect back when playing online video overnight.,YB in DM after resume from close lid S0i3 or tent mode S5
2819,,Connectivity,Needs-Triage,,fallback,,,AP sends Deauth to client shortly after 4-Way Handshake completes successfully..,Run System - PNP (disable and enable) with IO Before and After (Reliability) fail in Intel wlan/BT card error,AP sends Deauth to client shortly after 4-Way Handshake completes successfully..
2820,,BSOD,OEM Tools,OEM Tools,override,OEM Tools,,System cant receive file via Quick Share app from specific mobile device.,System occur BSOD-9F during refresh BIOS stress,System cant receive file via Quick Share app from specific mobile device.
2821,,BSOD,Connectivity,,cue,Connectivity,,System does not sync screen via miracast from PC to PAD.,BSOD occurred when run WinPVT11.3 Restart Test,System does not sync screen via miracast from PC to PAD.
2822,,YB/Lost,Needs-Triage,,fallback,,,pc-> phone P2P connection failure,"Changing Active Processor Cores in BIOS causes AX201 WiFi yellow bang (Always, 100%)",pc-> phone P2P connection failure
2824,,Connectivity,BSOD,,cue,"BSOD, Power Consumption, Connectivity",,System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys,The connection drop when playing online video overnight,System is doing on/off WIFI 2.4 hotspot test occur BSOD 0xd1 point to wdiwifi.sys
2825,,BSOD,Needs-Triage,,fallback,,,Black screen when resume from MSD mode,"Run S3 test with STEP tool cause black screen issue and exist dump(0x14f, wcmsvc)",Black screen when resume from MSD mode
2826,,YB/Lost,Connectivity,,cue,Connectivity,,Intel AX210 wlan device will lost after resume from MS,YB during boot up,Intel AX210 wlan device will lost after resume from MS
2827,,BSOD,Needs-Triage,,fallback,,,Connection failure with 11ax AP,system occur BSOD-7F during use WIFI,Connection failure with 11ax AP
2828,,YB/Lost,Connectivity,,cue,Connectivity,,System ignore probe request during P2P pairing.,AX211 WLAN device show YB,System ignore probe request during P2P pairing.
2829,,System Hang,BSOD,,cue,BSOD,,Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e,DUT end up to black screen and system hang during running modern standby test,Never Crash Issue: Netwtw10!dclReturnRxBufferApi+0x2e
2830,,YB/Lost,Needs-Triage,,fallback,,,Never Crash issue:  blocked IRP point to Netwtw10,AX210 WiFi YB (Code 43) happen when Restart long run stress test of Mike2 tool.(FR:24/37 clcyles),Never Crash issue:  blocked IRP point to Netwtw10
2831,,Connectivity,BSOD,,cue,BSOD,,Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e,PIE port call fail,Never Crash Issue: Netwtw08!dclReturnRxBufferApi+0x2e
2832,,BSOD,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,Cant  Projecting PC to big screen via miracast.,BSOD occurred when play online video,Cant  Projecting PC to big screen via miracast.
2833,,OEM Tools,Connectivity,,cue,Connectivity,,Unable to search for WiFi(F/R:1/50 times)NIC Error happens,WRT tool  cant detect wifi driver on GalileoG automatically,Unable to search for WiFi(F/R:1/50 times)NIC Error happens
2836,,Power Consumption,YB/Lost,,cue,"YB/Lost, Connectivity",,WiFi device YB while running Reboot long run.,"Around 3 secs the Wifi will auto disconnect when connect to a mobile hotspot shared by AX200/AX201 WLAN machine.(FR:4/4 units, 12 / 12 cycles)",WiFi device YB while running Reboot long run.
2837,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD",,"YB FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x4A58B63E, log is not valid)",BSoD 0x50 occurred during WHQL PNP test,"YB FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x4A58B63E, log is not valid)"
2840,,Power Consumption,Needs-Triage,,fallback,,,PC Manager log show PIE port call fail.,other PC connect hotspot occur auto disconnect after PC connect 5G AP and open hotspot(setting 2.4 bandwidth),PC Manager log show PIE port call fail.
2841,,YB/Lost,Power Consumption,,cue,"Power Consumption, Connectivity",,"Connection type show 11ac if Project/Miracast, while it show11ax if hotspot/SoftAP","AX201 YB on ADL-S platfrom, while AX211 work fine","Connection type show 11ac if Project/Miracast, while it show11ax if hotspot/SoftAP"
2842,,Performance,Needs-Triage,,fallback,,,CNVi-PLL was not OFF during modern standby,unable to create GO on 5G bandwidth low frequency channels,CNVi-PLL was not OFF during modern standby
2843,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,"NIC error 0x20000066 During the use of the connection WiFi, disconnect occurs",BOSD and point to WIFI during S4 stress test,"NIC error 0x20000066 During the use of the connection WiFi, disconnect occurs"
2844,,YB/Lost,BSOD,,cue,"BSOD, Power Consumption",,"When the system run CB aging, the system will BSOD(DRIVER_POWER_STATE_FAILURE (9f)).",AX201/AX211 after installing driver and then reboot it would YB,"When the system run CB aging, the system will BSOD(DRIVER_POWER_STATE_FAILURE (9f))."
2845,,ICPS,BSOD,,cue,BSOD,,BSOD occurred when running restart Test+AP/LAN+ACDC,Precheck Failure: Releasenoteschk failure ICPS 4.0,BSOD occurred when running restart Test+AP/LAN+ACDC
2846,,ICPS,Needs-Triage,,fallback,,,"Still need to type password when connect to router with ""Opportunistic Wireless Encryption (OWE)""",Precheck Failure: sympublicchk failed ICPS 4.0,"Still need to type password when connect to router with ""Opportunistic Wireless Encryption (OWE)"""
2847,,Killer,Needs-Triage,,fallback,,,we can not scan the 6E AP channels while applied country code as US.,Gaming category being displayed on Vpro system,we can not scan the 6E AP channels while applied country code as US.
2848,,ICPS,BSOD,,cue,BSOD,,Netwtw10!dclReadFwMemApi+0x87 when run MS stress(DPPM: 100),"ICPS CMD / setting to default doesnt change the apselection to ""off""",Netwtw10!dclReadFwMemApi+0x87 when run MS stress(DPPM: 100)
2849,,Killer,OEM Tools,OEM Tools,override,OEM Tools,,XPS 9310 2in1 cant connection to Dell network AP,Precheck Failure: No Version found in RNIdleTask.exe,XPS 9310 2in1 cant connection to Dell network AP
2850,,Killer,Performance,,cue,Performance,,"AX201, download/upload speeds are less than 1Mbps after enabling FIPS",Database Table(U_IntelligenceEvents) Insertion Failed error,"AX201, download/upload speeds are less than 1Mbps after enabling FIPS"
2851,,Killer,Connectivity,,cue,Connectivity,,"Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting.",OWR Precheck Failure: No Version found in CustomizeUninstallFirstRun.exe,"Cannot swithc wifi AP from 2.4 to 5G after enable ""Random hardware address"" function in OS setting."
2852,,ICPS,BSOD,,cue,BSOD,,BSOD 0x7F(Netwtw10.sys).,#NAME?,BSOD 0x7F(Netwtw10.sys).
2853,,ICPS,Connectivity,,cue,Connectivity,,WiFi adapter disabled after system completes Windows Restart.,SIP124587/840 G10/G11 /win11 23H2 / EY / NA / US PC / Crashing due to an Intel ICPS old and latest driver on website,WiFi adapter disabled after system completes Windows Restart.
2854,,ICPS,Connectivity,,cue,Connectivity,,Client unable to associate with Cisco 2600/3500 APs.,ICPS is not uninstalled after disabling the entitlement bit,Client unable to associate with Cisco 2600/3500 APs.
2855,,ICPS,Connectivity,,cue,Connectivity,,The DUT couldnt find any SSID after resume from S3(F/R:2/10Unnits  2/2500),ICPS causing slow startup,The DUT couldnt find any SSID after resume from S3(F/R:2/10Unnits  2/2500)
2856,,Killer,Power Consumption,,cue,Power Consumption,,DUT can search but not connect to 802.11ac+40Mhz+165 channel hotspot.,"- UI: ""Advanced Connection Manager requires more than one network interface"" message when 2 interfaces are connected",DUT can search but not connect to 802.11ac+40Mhz+165 channel hotspot.
