Issue key,project,year,category,Custom field (Root Cause)
BT-336074,BT,2025,Connectivity,Shared RF circuitry was not ON. 
BT-334467,BT,2025,Connectivity,"'
During the transaction we override a register that limits the BRI max length according to the packet length of the current transaction. The issue was that we didn't override this register on time, and then we were limited to the previous value that was configured. It was smaller than the current packet so the BMC didn't get all the bits it was expected. The MIC bits didn't arrive and we got endless polling for MIC ready."
BT-333608,BT,2025,Connectivity,"Assembly buffer and corresponding index was cleared,
when ext adv on primary channel is received during init
scan. Later when AUX_ADV_IND is received on secondary
channel, scan index and assembly buffer was validated,
here this check will fail, resulting in setting ADV data length
to zero. due to this, BC state was jumped to CRC read though
we have received a valid ADV PDU which has actual ADV data.
this CRC read fails, eventually we used to drop the ADV PDU.
Hence connection never worked with devices doing EXT ADV and
our device having only init scan.(no unified scan, means normal
scan and init scan running together)."
BT-332477,BT,2025,Connectivity,Ext Scan PDUs with far offset was not handled  post refactory as a result the assembly buffer which was allocated for both primary & secondary PDU was lost & it was accessing incorrect buffer while scheduling for sec pdus
BT-327293,BT,2025,Connectivity,"Rx stop flow included an AES termination handling that
included a busy-wait loop that got stuck and activated
a WD timer.
The flow was replace with a full BMC HW reset flow."
BT-326901,BT,2025,Connectivity,
BT-325007,BT,2025,Connectivity,"As part of Code refactoring and cleanup suggested based on
the new WREQs to support PPAG query status, the existing
Legacy code for UHB and LHB has been removed. As part of
the clean up, the Buffer length update is removed. This
resulted into upper layer receiving invalid buffer length.
The fix is made to return the proper buffer length as part
of IOCTL handling."
BT-324220,BT,2025,Connectivity,Rx TX buffer handling issue during connect-disconnect-reconnect
BT-322413,BT,2025,Connectivity,
BT-320590,BT,2025,Connectivity,"During the transaction we override a register that limits the BRI max length according to the packet length of the current transaction. The issue was that we didn't override this register on time, and then we were limited to the previous value that was configured. It was smaller than the current packet so the BMC didn't get all the bits it was expected. The MIC bits didn't arrive and we got endless polling for MIC ready."
BT-319591,BT,2025,Connectivity,"RX stop flow included AES termination that had a busy wait loop that got stuck.
The flow was replaced with a full BMC reset flow in case of Rx stop."
BT-316459,BT,2025,Connectivity,Rx event is not received from the controller.
BT-315828,BT,2025,Connectivity,"The ARL Hx product family goes with the MTL PCH-S, integrating Solar-F.
Solar GfP2 products support Dynamic CODEC loading feature to download
required CODEC image for AAC or LC3 on demand.

It is observed in some platform like ARL-Hx + GfP2, CODEC download is
taking more than 500ms in some corner case scenario. It is suspected
that the additional delay could be due to device entering into LPM L1
low power mode in between CODEC download."
BT-315352,BT,2025,Connectivity,Solar is from frozen branch and the change is not taken into this branch from mainline where the original fix was delivered.
BT-314297,BT,2025,Connectivity,All blocks of a2dp fifo was not flushed in case when A2dp flag was cleared on getting L2CAP disconnect from peripheral. Added check to do flush of the remaining block if suspend data flag is set irrespective of A2dp link flag.
BT-313947,BT,2025,Connectivity,A reset for EP and Glue at transaction end created conditions for extra EP interrupt.
BT-312806,BT,2025,Connectivity,Fix is integrated with https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/174491
BT-310409,BT,2025,Connectivity,FW Bug while reporting exception to the host
BT-309302,BT,2025,Connectivity,"Same issue as in BT-293863. As it's coming from external source, not duplicate, only linking the JIRAs.
25WW3 weekly contains the fix:

SBHBTW_AT_WEEKLY1891_23.130.25033.60371 

For 23.120 branch, it is contained in:

SBHBTW_PP_REL60773_23.120.0.2

(merged by https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/167501)

 
 "
BT-307873,BT,2025,Connectivity,"Same root cause as in BT-293863.
167413: [TASK] Add EP + Glue logic reset to BMC close down flow | https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/167413

Was merged already to the branch which 23.120 is build from."
BT-307864,BT,2025,Connectivity,MIC failure is caused by RPA corruption in LE Scan Transactions due to improper RPA configuring for wrong ADV packet lengths
BT-307497,BT,2025,Connectivity,RPA HW should not be configured in case if ADV packet received with less than minimum length or FW unable to allocate buffer for PDU to be received.
BT-306577,BT,2025,Connectivity,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues."
BT-306253,BT,2025,Connectivity,"Fix to the LE refactor which makes flushes the CRC bits are flushed out of the BMC HW in all cases was delivered to 23.110 (used for 23.120) at:
168742: [REFACTOR] Handling CRC bits for LE Scan | https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/168742"
BT-305900,BT,2025,Connectivity,"The root cause is a timing issue where there is pending SCO interrupt which is handled after remove ISO Data path.

As LE Audio considers the ISR is not LE , the flow going to classic path and have exception.

Validation for classic and LE Audio flows after handling ISR is done."
BT-305574,BT,2025,Connectivity,
BT-305285,BT,2025,BSOD,"This fix adds synchronization of instadock timer handler and
driver recovery/unloading procedure. Synchronization is needed in the timer handler
to avoid BSOD due to driver BAR data deletion. This race condition scenario is really hard to reproduced."
BT-304026,BT,2024,Connectivity,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues."
BT-303616,BT,2024,Connectivity,"Observed no sound output with A2dp SBC
offload use case when doing back to back
disconnect/reconnect flow.
This is due to all blocks of a2dp fifo was not
flushed.
Added flush logic for A2dp fifo in AVDTP
close flow as a WA to make sure previous
blocks are flushed."
BT-303389,BT,2024,Connectivity,AES header bypass is set by mistake by AES HW
BT-302534,BT,2024,BSOD,"This fix adds synchronization of instadock timer handler and
driver recovery/unloading procedure. Synchronization is needed in the timer handler
to avoid BSOD due to driver BAR data deletion. This race condition scenario is really hard to reproduced."
BT-302523,BT,2024,Connectivity,Wdfrequest handling in IoStop callback is not synchronized with other request handling contexts
BT-302282,BT,2024,Connectivity,"It is learnt that we should not access PCIe host cluster register
when device is in D3 state in S4/S5 state. These registers can be
accessed when device is in D3 in S0 state.

Driver is updating Sleep control register to 3 which is D3_RPREP state
when device is in D3 in S4/S5 state. Otherwise it will update sleep
control register to 2 which is D3 state.

Added additional check in firmware for device state for not being
PCIE_IPC_SLEEP_STATE_D3_RPREP state before granting access to
host cluster register."
BT-302266,BT,2024,Connectivity,"1. Corrected the flush function which clears the pending data packets
in the disconnection flow to use the descriptor to dequeue.
2. In the flush function if we try to derive the connection handle
using the link index it will result as INVALID connection handle
because HC layer clears the connection table by the time TL layer
starts to flush the data packets. to handle this case passing the
link index and traffic type to flush function.
3. Added code to flush the LE ACL data packet.
4. In TL layer added fatal exception if connection handle is
invalid for data packet."
BT-302258,BT,2024,Connectivity,"When USB_NO_SUCH_DEVICE happens while D2D is already established, the recovery will be initiated and the status of that is getting override with the error status which results in infinite loop of read handling"
BT-302212,BT,2024,Connectivity,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues."
BT-301609,BT,2024,Connectivity,Double register write is resulting in double interrupt in FW which is causing unexpected alive in host driver
BT-301248,BT,2024,Connectivity,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues."
BT-301207,BT,2024,Connectivity,
BT-301151,BT,2024,Connectivity,"TX PKT INT arrived 2nd time after LE PDU header was pushed to the BMC HW.
The 2nd PKT INT treated as TX EQ INT and this cause 2nd order issues."
BT-301137,BT,2024,Connectivity,"Same root cause as in BT-293863.
LE scan had residual bits in the HW pipe.
BT-307616 delivery cleans the HW pipe at the end of the flow.
https://gerritwcs.ir.intel.com/c/ibt_core-fw/+/167413 merged to 23.110, waiting for next release build"
BT-300783,BT,2024,Connectivity,"The ARL Hx product family goes with the MTL PCH-S, integrating Solar-F.
Solar GfP2 products support Dynamic CODEC loading feature to download
required CODEC image for AAC or LC3 on demand.

It is observed in some platform like ARL-Hx + GfP2, CODEC download is
taking more than 500ms in some corner case scenario. It is  suspected
that the additional delay could be due to device entering into LPM L1
low power mode in between CODEC download."
BT-300754,BT,2024,Connectivity,"While in init scan scan rsp PDU with CRC pkt was not handle as a result we were not release the scan index. And gradually as a side effect connection was not going through.
Handling of scan rsp with CRC is taken care as part this gerrit"
BT-298660,BT,2024,Connectivity,
BT-298285,BT,2024,Connectivity,"When SHR performed for recovery, due to driver state
mismatch, stack is not reloaded which caused connections
are disconnected and scan not working after recovery.
Fixing the driver state here before triggering a
SHR here to decide reload of stack required or not."
BT-297810,BT,2024,Connectivity,"When SHR performed for recovery, due to driver state
mismatch, stack is not reloaded which caused connections
are disconnected and scan not working after recovery.
Fixing the driver state here before triggering a
SHR here to decide reload of stack required or not."
BT-297803,BT,2024,Connectivity,"It is observed that when controller had a ACL/event packet to send to
host when device is in D3 state it attempted PME wake. At the time
of PME wake request host disabled PME wake enable. As PME wake
enable is disabled by host PME wake request for ACL/event/SCO
packets are not performed and these packets are not transmitted.

But as ACL/event packet transmit request was already initiated in the
D3 state and PME wake request also not asserted the expected transmit
complete for ACL/event didnt happen. This is the reason ACL/event
request mask remained disabled which blocks all further packet
transmission. Due to this events are getting accumulated in the event
buffer and finally fatal exception for event packet overflow is getting
triggered."
